, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-12-29,3044.0,10561.0,657.0,469.0,770.0,3459.0,186.0,438.0,164.0,460.0,1119.0,679.0,1790.0,83.0,2239.0,4144.0,11663.0,15985.0,581.0,17256.0,1654.0,3801.0,90.0,85259.0,310.0,90618.0,117672.0,919.0,457.0,115746.0,743.0,115350.0,82.0,1031.0,114699.0,114092.0,105.0,90.0,224.0,248.0,534.0,111.0,822.0,100.0,298.0,181.0,429.0,1433.0,1467.0,355.0,418.0,1132.0,406.0,1432.0,454.0,1018.0,1270.0,2081.0,1308.0,25.0,1992.0,1927.0,1624.0,1714.0,193.0,3798.0,563.0,70.0,7247.0,55.0,83.0,125.0,71.0,82.0,280.0,259.0,783.0,92.0,60.0,43.0,55.0,330.0,65.0,774.0,265.0,10140.0,11166.0,3250.0,882.0,18046.0,1854.0,1577.0,3713.0,21759.0,21759.0,21960.0,21960.0,515.0,126307.0,147.0,311.0,41.0,335.0,307.0,557.0,129607.0,5324.0,128846.0,775.0,665.0,609.0,130489.0
2003-12-30,2974.0,10569.0,653.0,466.0,763.0,3488.0,186.0,437.0,163.0,458.0,1116.0,677.0,1785.0,83.0,2342.0,4112.0,11518.0,16014.0,559.0,18224.0,1619.0,3631.0,89.0,73682.0,310.0,80966.0,123750.0,910.0,452.0,125288.0,727.0,127662.0,83.0,977.0,130943.0,130751.0,100.0,86.0,218.0,236.0,526.0,104.0,803.0,97.0,296.0,181.0,426.0,1425.0,1474.0,354.0,417.0,1135.0,402.0,1453.0,453.0,1017.0,1268.0,2076.0,1308.0,25.0,2008.0,1941.0,1632.0,1715.0,193.0,3797.0,563.0,70.0,7275.0,55.0,83.0,125.0,71.0,82.0,279.0,261.0,783.0,92.0,60.0,43.0,56.0,322.0,64.0,787.0,269.0,10458.0,11300.0,3232.0,858.0,16336.0,1757.0,1480.0,3599.0,19934.0,19934.0,20130.0,20130.0,500.0,144513.0,139.0,284.0,40.0,319.0,299.0,569.0,146575.0,5159.0,144787.0,757.0,603.0,585.0,145240.0
2003-12-31,2960.0,10575.0,648.0,464.0,756.0,3506.0,186.0,436.0,163.0,456.0,1113.0,675.0,1780.0,83.0,2372.0,4130.0,11588.0,13708.0,537.0,16904.0,1587.0,3430.0,87.0,71719.0,310.0,75345.0,105000.0,898.0,448.0,109621.0,712.0,115110.0,83.0,952.0,122045.0,122957.0,96.0,82.0,212.0,226.0,520.0,99.0,787.0,95.0,293.0,180.0,421.0,1399.0,1474.0,353.0,415.0,1135.0,398.0,1465.0,452.0,1014.0,1265.0,2070.0,1307.0,25.0,2025.0,1957.0,1647.0,1726.0,193.0,3808.0,563.0,70.0,7266.0,55.0,83.0,125.0,70.0,81.0,279.0,260.0,784.0,92.0,60.0,43.0,57.0,315.0,63.0,784.0,270.0,10737.0,11562.0,3214.0,832.0,15915.0,1710.0,1446.0,3534.0,19450.0,19450.0,19639.0,19639.0,494.0,151372.0,134.0,261.0,39.0,295.0,291.0,575.0,156539.0,5050.0,155293.0,741.0,575.0,569.0,157033.0
2004-01-01,2946.0,10583.0,644.0,462.0,749.0,3507.0,185.0,435.0,162.0,455.0,1110.0,673.0,1776.0,83.0,2366.0,4141.0,11591.0,8472.0,515.0,11872.0,1528.0,3211.0,86.0,70434.0,310.0,74777.0,74560.0,887.0,444.0,77025.0,698.0,81980.0,84.0,930.0,90710.0,92697.0,92.0,79.0,207.0,216.0,514.0,94.0,775.0,93.0,290.0,179.0,416.0,1377.0,1465.0,353.0,414.0,1132.0,394.0,1468.0,452.0,1012.0,1262.0,2063.0,1307.0,25.0,2031.0,1964.0,1658.0,1738.0,193.0,3823.0,563.0,69.0,7285.0,55.0,83.0,124.0,69.0,80.0,279.0,259.0,784.0,92.0,60.0,43.0,58.0,308.0,62.0,786.0,267.0,10781.0,11613.0,3198.0,820.0,13098.0,1688.0,1415.0,3510.0,16608.0,16608.0,16792.0,16792.0,554.0,136981.0,129.0,247.0,39.0,279.0,284.0,574.0,146073.0,5001.0,145628.0,731.0,577.0,562.0,149170.0
2004-01-02,2934.0,10591.0,641.0,461.0,743.0,3508.0,185.0,434.0,162.0,453.0,1107.0,671.0,1772.0,84.0,2360.0,4142.0,10578.0,7803.0,494.0,9731.0,1479.0,3076.0,85.0,66555.0,310.0,71143.0,107500.0,878.0,440.0,108463.0,684.0,109623.0,85.0,908.0,109789.0,108590.0,88.0,76.0,201.0,207.0,508.0,90.0,764.0,91.0,287.0,179.0,410.0,1356.0,1454.0,352.0,413.0,1128.0,389.0,1465.0,451.0,1009.0,1258.0,2056.0,1306.0,25.0,2028.0,1962.0,1662.0,1747.0,193.0,3839.0,563.0,69.0,7335.0,55.0,83.0,124.0,69.0,79.0,278.0,259.0,784.0,91.0,60.0,43.0,59.0,302.0,61.0,789.0,264.0,10786.0,11607.0,3182.0,811.0,12176.0,1673.0,1386.0,3494.0,15670.0,15670.0,15849.0,15849.0,800.0,112993.0,125.0,236.0,39.0,271.0,277.0,568.0,118808.0,4980.0,118125.0,724.0,559.0,570.0,121544.0
2004-01-03,2922.0,10599.0,637.0,459.0,737.0,3509.0,184.0,433.0,162.0,452.0,1103.0,669.0,1768.0,84.0,2353.0,4142.0,8698.0,9155.0,481.0,11118.0,1442.0,3038.0,83.0,62337.0,310.0,66953.0,92500.0,868.0,436.0,95573.0,671.0,99707.0,86.0,888.0,105012.0,105686.0,84.0,73.0,196.0,198.0,502.0,86.0,753.0,89.0,284.0,178.0,406.0,1335.0,1431.0,351.0,411.0,1124.0,385.0,1461.0,450.0,1006.0,1255.0,2050.0,1305.0,25.0,2021.0,1954.0,1657.0,1748.0,193.0,3849.0,563.0,69.0,7314.0,55.0,83.0,124.0,68.0,78.0,278.0,258.0,784.0,91.0,60.0,42.0,59.0,296.0,60.0,793.0,261.0,10821.0,11627.0,3167.0,802.0,12167.0,1665.0,1359.0,3486.0,15653.0,15653.0,15827.0,15827.0,654.0,128081.0,121.0,226.0,38.0,264.0,270.0,561.0,131911.0,4967.0,129937.0,718.0,537.0,555.0,130576.0
2004-01-04,2911.0,10607.0,633.0,458.0,731.0,3511.0,184.0,432.0,161.0,450.0,1100.0,667.0,1764.0,84.0,2347.0,4143.0,8372.0,8821.0,475.0,10981.0,1410.0,3009.0,82.0,61763.0,310.0,65080.0,82500.0,859.0,432.0,81665.0,659.0,82396.0,86.0,868.0,84738.0,84977.0,81.0,70.0,191.0,190.0,496.0,83.0,742.0,88.0,284.0,178.0,403.0,1318.0,1410.0,351.0,410.0,1119.0,382.0,1455.0,450.0,1004.0,1251.0,2043.0,1304.0,25.0,2011.0,1942.0,1648.0,1742.0,193.0,3851.0,563.0,69.0,7280.0,55.0,83.0,123.0,68.0,77.0,278.0,258.0,784.0,91.0,60.0,43.0,60.0,291.0,59.0,798.0,258.0,10840.0,11652.0,3152.0,794.0,12199.0,1653.0,1335.0,3481.0,15680.0,15680.0,15853.0,15853.0,584.0,114623.0,118.0,217.0,38.0,261.0,264.0,554.0,122879.0,4958.0,122185.0,712.0,523.0,546.0,125513.0
2004-01-05,2899.0,10615.0,630.0,457.0,726.0,3513.0,184.0,431.0,161.0,449.0,1097.0,666.0,1760.0,84.0,2341.0,4144.0,8363.0,8800.0,469.0,10943.0,1381.0,2983.0,81.0,61940.0,310.0,65866.0,118750.0,850.0,429.0,119407.0,647.0,120316.0,87.0,849.0,119735.0,118360.0,79.0,67.0,187.0,183.0,490.0,80.0,732.0,87.0,284.0,177.0,401.0,1304.0,1394.0,350.0,408.0,1115.0,378.0,1450.0,449.0,1001.0,1248.0,2037.0,1304.0,25.0,2001.0,1931.0,1636.0,1732.0,193.0,3847.0,563.0,69.0,7270.0,55.0,83.0,123.0,67.0,76.0,277.0,257.0,784.0,91.0,59.0,43.0,60.0,286.0,58.0,802.0,256.0,10813.0,11629.0,3138.0,787.0,15126.0,1622.0,1312.0,3459.0,18585.0,18585.0,18758.0,18758.0,522.0,113681.0,115.0,209.0,37.0,259.0,259.0,548.0,115054.0,4953.0,112975.0,707.0,511.0,541.0,113902.0
2004-01-06,2889.0,10623.0,626.0,456.0,721.0,3516.0,183.0,430.0,160.0,447.0,1094.0,664.0,1756.0,83.0,2335.0,4147.0,8364.0,8790.0,464.0,10930.0,1356.0,2960.0,80.0,61889.0,310.0,66615.0,114502.0,842.0,426.0,115973.0,636.0,118532.0,88.0,831.0,121604.0,121776.0,76.0,65.0,185.0,177.0,485.0,77.0,723.0,85.0,283.0,177.0,399.0,1290.0,1381.0,350.0,407.0,1111.0,374.0,1444.0,449.0,998.0,1244.0,2030.0,1303.0,25.0,1992.0,1919.0,1624.0,1720.0,193.0,3840.0,563.0,69.0,7268.0,55.0,83.0,123.0,67.0,76.0,277.0,257.0,784.0,90.0,59.0,43.0,61.0,282.0,57.0,808.0,254.0,10790.0,11598.0,3125.0,781.0,16513.0,1595.0,1292.0,3434.0,19948.0,19948.0,20121.0,20121.0,484.0,143325.0,111.0,202.0,37.0,257.0,253.0,543.0,146151.0,4948.0,143657.0,702.0,502.0,536.0,143418.0
2004-01-07,2880.0,10632.0,623.0,455.0,716.0,3519.0,183.0,429.0,160.0,446.0,1091.0,662.0,1752.0,83.0,2328.0,4149.0,8363.0,8777.0,459.0,10914.0,1340.0,2946.0,79.0,61858.0,309.0,66554.0,107038.0,835.0,422.0,109021.0,625.0,112136.0,89.0,813.0,115764.0,116120.0,74.0,63.0,183.0,171.0,482.0,74.0,715.0,84.0,283.0,176.0,397.0,1278.0,1371.0,349.0,406.0,1107.0,370.0,1439.0,448.0,996.0,1241.0,2024.0,1302.0,25.0,1982.0,1908.0,1613.0,1709.0,193.0,3833.0,563.0,69.0,7268.0,54.0,83.0,122.0,66.0,75.0,277.0,256.0,784.0,90.0,59.0,43.0,62.0,278.0,56.0,813.0,252.0,10784.0,11585.0,3112.0,774.0,16533.0,1570.0,1273.0,3414.0,19947.0,19947.0,20119.0,20119.0,498.0,142000.0,109.0,195.0,37.0,256.0,248.0,538.0,147731.0,4945.0,146228.0,698.0,494.0,532.0,148255.0
