, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-01-31,7119.0,7230.0,2868.0,2319.0,2977.0,6673.0,155.0,373.0,194.0,890.0,1626.0,1058.0,2847.0,477.0,4367.0,8799.0,14876.0,16247.0,1470.0,20018.0,7727.0,10667.0,478.0,89071.0,2713.0,103097.0,98616.0,3875.0,1124.0,101359.0,3158.0,100424.0,397.0,4051.0,100337.0,99267.0,337.0,323.0,343.0,1129.0,782.0,425.0,1623.0,261.0,751.0,406.0,838.0,2691.0,3544.0,313.0,425.0,1363.0,346.0,1571.0,409.0,1131.0,1343.0,2076.0,1361.0,27.0,2178.0,2058.0,1759.0,1845.0,163.0,3968.0,605.0,142.0,6981.0,56.0,85.0,134.0,87.0,52.0,578.0,279.0,277.0,254.0,774.0,102.0,95.0,143.0,67.0,336.0,51.0,1102.0,605.0,9643.0,11619.0,4138.0,1499.0,19436.0,6506.0,5387.0,11744.0,31180.0,31180.0,31552.0,31552.0,562.0,120857.0,147.0,253.0,22.0,390.0,584.0,946.0,124769.0,4908.0,123304.0,1149.0,643.0,983.0,139049.0
2005-02-01,6987.0,7139.0,2720.0,2165.0,2833.0,6353.0,155.0,370.0,190.0,893.0,1614.0,1013.0,2785.0,454.0,4287.0,8461.0,14688.0,16015.0,1493.0,20281.0,7170.0,10322.0,457.0,88319.0,2785.0,101981.0,91592.0,3687.0,1092.0,98188.0,3066.0,102406.0,377.0,3955.0,108396.0,108776.0,318.0,320.0,338.0,1142.0,784.0,443.0,1624.0,243.0,796.0,390.0,919.0,2725.0,3424.0,313.0,424.0,1350.0,339.0,1560.0,409.0,1123.0,1336.0,2067.0,1358.0,27.0,2175.0,2050.0,1749.0,1843.0,161.0,3993.0,604.0,130.0,6977.0,56.0,85.0,133.0,86.0,52.0,570.0,274.0,275.0,255.0,771.0,95.0,85.0,107.0,67.0,335.0,50.0,966.0,510.0,9506.0,11489.0,4116.0,1425.0,20949.0,6295.0,5021.0,10780.0,31729.0,31729.0,32099.0,32099.0,584.0,139254.0,154.0,258.0,22.0,376.0,599.0,914.0,141382.0,4975.0,138161.0,1120.0,618.0,969.0,138809.0
2005-02-02,6709.0,6967.0,2554.0,2032.0,2661.0,6024.0,154.0,368.0,189.0,881.0,1588.0,984.0,2723.0,434.0,4205.0,8020.0,14443.0,15707.0,1462.0,19866.0,6519.0,9616.0,436.0,85358.0,2778.0,99062.0,90000.0,3508.0,1052.0,94890.0,2916.0,97313.0,344.0,3728.0,101172.0,101251.0,279.0,269.0,324.0,962.0,752.0,394.0,1578.0,224.0,778.0,379.0,935.0,2754.0,3390.0,313.0,422.0,1336.0,334.0,1544.0,408.0,1116.0,1327.0,2056.0,1355.0,27.0,2161.0,2031.0,1737.0,1834.0,161.0,4007.0,604.0,121.0,6976.0,56.0,84.0,133.0,85.0,52.0,500.0,272.0,269.0,253.0,771.0,92.0,80.0,83.0,67.0,334.0,50.0,906.0,412.0,9356.0,11207.0,4065.0,1315.0,20816.0,6036.0,4655.0,8032.0,28848.0,28848.0,29192.0,29192.0,613.0,139126.0,142.0,238.0,22.0,372.0,602.0,905.0,146693.0,4909.0,144671.0,1067.0,587.0,930.0,147748.0
2005-02-03,6577.0,6779.0,2395.0,1933.0,2492.0,5758.0,153.0,366.0,188.0,856.0,1552.0,955.0,2651.0,417.0,4128.0,7646.0,14211.0,15439.0,1402.0,19550.0,6087.0,9055.0,419.0,80581.0,2640.0,93738.0,88750.0,3354.0,1012.0,93664.0,2806.0,96316.0,326.0,3454.0,100104.0,100189.0,270.0,255.0,316.0,886.0,735.0,378.0,1522.0,212.0,755.0,381.0,945.0,2697.0,3389.0,313.0,420.0,1323.0,332.0,1528.0,407.0,1111.0,1320.0,2046.0,1353.0,27.0,2141.0,2003.0,1714.0,1817.0,162.0,4015.0,603.0,113.0,6959.0,56.0,84.0,132.0,84.0,52.0,431.0,270.0,264.0,252.0,770.0,99.0,84.0,70.0,67.0,334.0,50.0,901.0,383.0,9291.0,10884.0,4003.0,1225.0,20448.0,5762.0,4359.0,7733.0,28181.0,28181.0,28510.0,28510.0,664.0,133884.0,135.0,224.0,22.0,355.0,639.0,911.0,140455.0,4889.0,138292.0,1039.0,580.0,916.0,141139.0
2005-02-04,6468.0,6659.0,2284.0,1854.0,2349.0,5579.0,152.0,365.0,186.0,829.0,1517.0,930.0,2585.0,403.0,4054.0,7500.0,14029.0,15331.0,1486.0,19759.0,6135.0,8891.0,601.0,77326.0,2586.0,89818.0,82484.0,3248.0,980.0,87564.0,2708.0,90621.0,315.0,3280.0,94838.0,95124.0,306.0,297.0,324.0,942.0,748.0,403.0,1511.0,226.0,763.0,397.0,969.0,2678.0,3366.0,312.0,419.0,1311.0,330.0,1516.0,407.0,1106.0,1314.0,2037.0,1350.0,27.0,2122.0,1976.0,1687.0,1793.0,163.0,4016.0,603.0,108.0,6939.0,56.0,84.0,132.0,83.0,51.0,381.0,268.0,260.0,251.0,770.0,108.0,90.0,63.0,67.0,333.0,49.0,904.0,421.0,9322.0,10731.0,3941.0,1158.0,20065.0,5540.0,4457.0,7523.0,27589.0,27589.0,28693.0,28693.0,764.0,131190.0,145.0,214.0,23.0,337.0,683.0,943.0,138060.0,4886.0,135909.0,1017.0,580.0,909.0,138704.0
2005-02-05,6185.0,6544.0,2154.0,1791.0,2232.0,5418.0,152.0,363.0,185.0,803.0,1487.0,932.0,2550.0,388.0,3991.0,7238.0,13877.0,15147.0,1677.0,19773.0,6885.0,9734.0,886.0,75616.0,2538.0,88563.0,74550.0,3141.0,947.0,79071.0,2607.0,81807.0,297.0,3170.0,85797.0,86118.0,286.0,293.0,323.0,909.0,744.0,389.0,1515.0,212.0,799.0,380.0,995.0,2712.0,3364.0,312.0,417.0,1300.0,328.0,1506.0,406.0,1101.0,1308.0,2030.0,1348.0,27.0,2105.0,1954.0,1661.0,1766.0,164.0,4012.0,602.0,104.0,6935.0,56.0,84.0,132.0,84.0,51.0,349.0,266.0,257.0,249.0,777.0,109.0,91.0,59.0,67.0,332.0,49.0,908.0,464.0,9379.0,10700.0,3888.0,1106.0,17690.0,5612.0,5167.0,7816.0,25506.0,25506.0,27880.0,27880.0,977.0,124832.0,201.0,312.0,36.0,327.0,726.0,1022.0,132490.0,4926.0,130544.0,997.0,623.0,941.0,133677.0
2005-02-06,5989.0,6406.0,2039.0,1731.0,2124.0,5259.0,151.0,362.0,184.0,775.0,1454.0,905.0,2483.0,374.0,3930.0,6929.0,13720.0,14904.0,1657.0,19249.0,6929.0,9995.0,644.0,73973.0,2396.0,87102.0,81442.0,3025.0,913.0,83993.0,2505.0,84831.0,280.0,3013.0,86347.0,86006.0,243.0,238.0,309.0,780.0,700.0,338.0,1450.0,193.0,764.0,351.0,952.0,2677.0,3369.0,311.0,416.0,1289.0,326.0,1497.0,406.0,1096.0,1303.0,2022.0,1345.0,27.0,2091.0,1934.0,1640.0,1742.0,165.0,4009.0,602.0,102.0,6946.0,56.0,84.0,131.0,86.0,51.0,330.0,265.0,255.0,248.0,778.0,95.0,78.0,57.0,67.0,331.0,49.0,912.0,417.0,9393.0,10696.0,3834.0,1063.0,16963.0,5802.0,4893.0,7906.0,24869.0,24869.0,26537.0,26537.0,950.0,116464.0,166.0,335.0,38.0,397.0,690.0,1186.0,123779.0,4904.0,121772.0,950.0,570.0,891.0,124899.0
2005-02-07,5815.0,6278.0,1942.0,1671.0,2022.0,5112.0,151.0,361.0,183.0,750.0,1421.0,879.0,2418.0,360.0,3826.0,6715.0,13534.0,14655.0,1578.0,18859.0,6489.0,9637.0,481.0,73068.0,2251.0,85451.0,104765.0,2913.0,881.0,108252.0,2411.0,109593.0,266.0,2856.0,110267.0,109378.0,229.0,221.0,299.0,715.0,673.0,305.0,1360.0,177.0,699.0,326.0,868.0,2522.0,3332.0,311.0,414.0,1278.0,325.0,1489.0,405.0,1091.0,1297.0,2015.0,1343.0,27.0,2078.0,1918.0,1622.0,1722.0,166.0,4010.0,601.0,99.0,6919.0,56.0,84.0,131.0,86.0,51.0,319.0,263.0,253.0,247.0,778.0,80.0,68.0,55.0,67.0,330.0,48.0,917.0,323.0,9338.0,10613.0,3777.0,1028.0,18281.0,5709.0,4456.0,7762.0,26042.0,26042.0,27299.0,27299.0,765.0,124588.0,137.0,258.0,38.0,440.0,603.0,1145.0,128364.0,4870.0,125451.0,917.0,546.0,850.0,126711.0
2005-02-08,5651.0,6171.0,1854.0,1614.0,1928.0,4978.0,150.0,359.0,182.0,728.0,1391.0,867.0,2370.0,348.0,3724.0,6535.0,13336.0,14437.0,1579.0,18607.0,5879.0,9359.0,455.0,72421.0,2126.0,84369.0,101250.0,2835.0,851.0,105443.0,2325.0,108151.0,255.0,2744.0,111466.0,111640.0,253.0,262.0,299.0,780.0,679.0,318.0,1316.0,162.0,644.0,307.0,795.0,2374.0,3236.0,311.0,413.0,1268.0,323.0,1482.0,405.0,1087.0,1292.0,2008.0,1340.0,27.0,2067.0,1902.0,1605.0,1705.0,167.0,4014.0,601.0,98.0,6915.0,55.0,84.0,130.0,85.0,51.0,310.0,262.0,251.0,245.0,777.0,76.0,65.0,54.0,68.0,329.0,48.0,925.0,327.0,9318.0,10530.0,3727.0,1019.0,18681.0,5480.0,4297.0,7800.0,26481.0,26481.0,29318.0,29318.0,756.0,144159.0,157.0,250.0,62.0,377.0,602.0,1095.0,149181.0,4855.0,146246.0,915.0,656.0,930.0,147310.0
2005-02-09,5495.0,6085.0,1771.0,1560.0,1840.0,4853.0,150.0,358.0,181.0,709.0,1366.0,858.0,2328.0,336.0,3641.0,6363.0,13189.0,14290.0,1717.0,18636.0,5552.0,9084.0,565.0,71993.0,2030.0,83516.0,96250.0,2734.0,823.0,100331.0,2243.0,103055.0,245.0,2677.0,106383.0,106599.0,246.0,264.0,298.0,768.0,679.0,328.0,1320.0,150.0,611.0,290.0,745.0,2312.0,3130.0,310.0,411.0,1258.0,322.0,1475.0,404.0,1082.0,1287.0,2001.0,1337.0,27.0,2056.0,1888.0,1590.0,1689.0,168.0,4021.0,600.0,102.0,6944.0,55.0,84.0,130.0,85.0,50.0,305.0,261.0,249.0,244.0,775.0,74.0,70.0,54.0,68.0,329.0,48.0,947.0,411.0,9397.0,10546.0,3680.0,1044.0,18814.0,5313.0,4431.0,7766.0,26581.0,26581.0,30361.0,30361.0,821.0,143793.0,195.0,339.0,86.0,355.0,640.0,1159.0,150927.0,4871.0,148703.0,909.0,690.0,961.0,151444.0
