, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2006-10-16,4991.0,5196.0,655.0,413.0,591.0,3656.0,196.0,460.0,222.0,491.0,1240.0,677.0,1928.0,93.0,2473.0,4582.0,7842.0,9003.0,181.0,10340.0,1521.0,2308.0,76.0,55835.0,242.0,58612.0,58766.0,681.0,351.0,57937.0,493.0,58157.0,60.0,371.0,55505.0,54737.0,82.0,52.0,140.0,94.0,476.0,20.0,1261.0,77.0,290.0,164.0,790.0,652.0,1107.0,569.0,513.0,1388.0,634.0,1667.0,532.0,1859.0,2126.0,3437.0,3470.0,48.0,3110.0,3348.0,2608.0,2778.0,247.0,5551.0,229.0,77.0,8391.0,163.0,163.0,182.0,76.0,86.0,234.0,496.0,196.0,353.0,864.0,50.0,63.0,0.0,87.0,479.0,57.0,905.0,128.0,11735.0,12457.0,4504.0,728.0,17889.0,1306.0,1733.0,2720.0,20608.0,20608.0,20658.0,20658.0,25.0,64082.0,51.0,70.0,15.0,249.0,168.0,348.0,65368.0,4877.0,67978.0,676.0,480.0,587.0,71871.0
2006-10-17,4688.0,5220.0,684.0,420.0,590.0,3689.0,197.0,467.0,215.0,515.0,1275.0,712.0,1997.0,88.0,2556.0,4345.0,8443.0,9370.0,181.0,10261.0,1037.0,2331.0,59.0,57404.0,250.0,59339.0,65000.0,687.0,354.0,65909.0,493.0,67997.0,61.0,356.0,67925.0,67713.0,54.0,35.0,206.0,87.0,487.0,17.0,1194.0,67.0,282.0,153.0,682.0,922.0,1153.0,581.0,539.0,1402.0,742.0,1710.0,495.0,1837.0,2109.0,3579.0,3443.0,52.0,3374.0,3671.0,2937.0,3005.0,251.0,5713.0,229.0,77.0,8249.0,158.0,158.0,184.0,95.0,82.0,237.0,453.0,190.0,362.0,884.0,53.0,64.0,0.0,14.0,401.0,58.0,1050.0,144.0,11758.0,12478.0,4579.0,743.0,19031.0,1577.0,1128.0,2993.0,22024.0,22024.0,22080.0,22080.0,37.0,82863.0,47.0,73.0,14.0,260.0,228.0,407.0,82496.0,4950.0,84937.0,665.0,370.0,613.0,84689.0
2006-10-18,4134.0,5190.0,667.0,427.0,590.0,3679.0,197.0,476.0,187.0,503.0,1234.0,704.0,1949.0,85.0,2618.0,4096.0,8648.0,9503.0,181.0,10271.0,824.0,2467.0,49.0,59117.0,246.0,61670.0,65000.0,690.0,355.0,66013.0,493.0,68267.0,61.0,351.0,68616.0,68615.0,58.0,39.0,208.0,90.0,511.0,19.0,1200.0,74.0,283.0,156.0,591.0,1432.0,1354.0,548.0,552.0,1426.0,724.0,1781.0,450.0,1804.0,2056.0,3476.0,3407.0,51.0,3474.0,3785.0,3188.0,3320.0,255.0,6019.0,230.0,77.0,8046.0,151.0,151.0,184.0,92.0,76.0,216.0,347.0,170.0,361.0,896.0,53.0,64.0,0.0,12.0,325.0,58.0,1108.0,138.0,12106.0,12802.0,4509.0,757.0,17635.0,1587.0,932.0,3099.0,20734.0,20734.0,20791.0,20791.0,24.0,90942.0,47.0,65.0,11.0,266.0,178.0,408.0,93524.0,4945.0,96698.0,662.0,317.0,608.0,97928.0
2006-10-19,4150.0,5182.0,639.0,429.0,589.0,3633.0,196.0,476.0,184.0,493.0,1222.0,707.0,1940.0,86.0,2579.0,4127.0,8803.0,9674.0,181.0,10542.0,840.0,2486.0,52.0,59121.0,244.0,61995.0,63750.0,693.0,357.0,65037.0,494.0,67547.0,61.0,349.0,68162.0,68225.0,63.0,48.0,208.0,91.0,512.0,20.0,1208.0,75.0,288.0,157.0,424.0,1934.0,1784.0,533.0,542.0,1421.0,683.0,1819.0,444.0,1760.0,1998.0,3358.0,3375.0,48.0,3482.0,3781.0,3223.0,3471.0,251.0,6250.0,230.0,76.0,7905.0,148.0,148.0,183.0,80.0,74.0,206.0,323.0,166.0,352.0,898.0,52.0,64.0,0.0,10.0,341.0,58.0,1018.0,132.0,11940.0,12753.0,4452.0,740.0,16117.0,1544.0,1008.0,3051.0,19168.0,19168.0,19227.0,19227.0,16.0,90222.0,47.0,63.0,9.0,255.0,162.0,389.0,93276.0,4967.0,96667.0,671.0,318.0,610.0,98341.0
2006-10-20,4033.0,5168.0,627.0,427.0,588.0,3611.0,194.0,476.0,185.0,484.0,1215.0,731.0,1956.0,85.0,2563.0,4101.0,9127.0,9961.0,180.0,10676.0,758.0,2450.0,48.0,57173.0,244.0,60705.0,56250.0,694.0,358.0,58162.0,491.0,61306.0,61.0,348.0,62827.0,63166.0,58.0,37.0,206.0,86.0,503.0,17.0,1191.0,67.0,283.0,145.0,329.0,2004.0,2241.0,533.0,540.0,1414.0,668.0,1813.0,446.0,1720.0,1951.0,3282.0,3351.0,47.0,3515.0,3780.0,3229.0,3486.0,254.0,6305.0,230.0,75.0,7817.0,146.0,146.0,181.0,75.0,73.0,201.0,320.0,165.0,342.0,895.0,52.0,65.0,0.0,9.0,332.0,57.0,932.0,130.0,11632.0,12447.0,4437.0,722.0,15105.0,1554.0,958.0,3049.0,18153.0,18153.0,18214.0,18214.0,18.0,87670.0,47.0,65.0,8.0,249.0,152.0,365.0,91136.0,4958.0,94599.0,659.0,310.0,618.0,96472.0
2006-10-21,3934.0,5139.0,619.0,425.0,588.0,3599.0,193.0,482.0,183.0,477.0,1199.0,715.0,1924.0,82.0,2567.0,4011.0,9217.0,9995.0,180.0,10702.0,681.0,2368.0,44.0,55547.0,244.0,58457.0,43750.0,694.0,357.0,45311.0,490.0,47868.0,61.0,347.0,49601.0,50116.0,55.0,34.0,205.0,86.0,488.0,17.0,1168.0,66.0,278.0,142.0,325.0,1929.0,2415.0,530.0,556.0,1426.0,648.0,1803.0,449.0,1679.0,1910.0,3231.0,3325.0,47.0,3622.0,3859.0,3319.0,3527.0,262.0,6327.0,230.0,74.0,7730.0,144.0,144.0,179.0,74.0,72.0,198.0,319.0,164.0,332.0,892.0,52.0,67.0,0.0,8.0,307.0,57.0,887.0,126.0,11402.0,12191.0,4405.0,709.0,15009.0,1523.0,874.0,3046.0,18054.0,18054.0,18115.0,18115.0,18.0,79774.0,46.0,66.0,8.0,245.0,139.0,344.0,84338.0,4958.0,88052.0,654.0,301.0,617.0,90458.0
2006-10-22,3904.0,5113.0,611.0,424.0,587.0,3589.0,192.0,483.0,181.0,466.0,1187.0,681.0,1878.0,81.0,2533.0,3938.0,9151.0,9900.0,180.0,10635.0,641.0,2308.0,44.0,55489.0,244.0,58126.0,47500.0,691.0,356.0,47025.0,488.0,47437.0,61.0,346.0,46541.0,46305.0,54.0,34.0,204.0,86.0,473.0,17.0,1142.0,66.0,274.0,141.0,325.0,1896.0,2399.0,523.0,555.0,1428.0,622.0,1788.0,449.0,1639.0,1863.0,3172.0,3284.0,46.0,3593.0,3828.0,3342.0,3596.0,261.0,6399.0,230.0,73.0,7668.0,143.0,143.0,177.0,69.0,72.0,196.0,319.0,164.0,323.0,890.0,52.0,67.0,0.0,7.0,302.0,57.0,871.0,124.0,11235.0,12010.0,4374.0,700.0,14965.0,1433.0,858.0,2970.0,17934.0,17934.0,17995.0,17995.0,17.0,68455.0,46.0,66.0,7.0,237.0,135.0,330.0,72703.0,4966.0,76440.0,653.0,297.0,607.0,78981.0
2006-10-23,3920.0,5094.0,603.0,422.0,586.0,3578.0,191.0,479.0,181.0,461.0,1182.0,670.0,1861.0,82.0,2485.0,3993.0,9056.0,9799.0,179.0,10604.0,630.0,2288.0,45.0,55484.0,244.0,58094.0,66448.0,687.0,356.0,67701.0,490.0,69212.0,61.0,345.0,68166.0,67479.0,61.0,44.0,205.0,91.0,460.0,20.0,1124.0,79.0,275.0,155.0,328.0,1869.0,2363.0,520.0,543.0,1416.0,608.0,1764.0,447.0,1603.0,1823.0,3116.0,3253.0,46.0,3509.0,3721.0,3268.0,3571.0,259.0,6413.0,231.0,72.0,7630.0,141.0,141.0,176.0,67.0,73.0,195.0,320.0,164.0,313.0,887.0,51.0,68.0,0.0,6.0,321.0,57.0,864.0,123.0,11100.0,11864.0,4363.0,692.0,14930.0,1369.0,868.0,2893.0,17823.0,17823.0,17884.0,17884.0,16.0,72933.0,46.0,66.0,7.0,226.0,135.0,325.0,73321.0,4986.0,76194.0,659.0,294.0,597.0,76880.0
2006-10-24,4027.0,5093.0,596.0,420.0,585.0,3568.0,189.0,475.0,183.0,465.0,1184.0,677.0,1870.0,83.0,2464.0,4024.0,9056.0,9790.0,179.0,10634.0,633.0,2288.0,45.0,55588.0,246.0,58163.0,55850.0,683.0,357.0,57121.0,490.0,59348.0,61.0,344.0,60699.0,61105.0,59.0,44.0,203.0,88.0,446.0,19.0,1105.0,69.0,272.0,146.0,332.0,1857.0,2343.0,521.0,548.0,1416.0,609.0,1745.0,447.0,1571.0,1790.0,3071.0,3225.0,45.0,3509.0,3685.0,3206.0,3494.0,261.0,6346.0,231.0,71.0,7573.0,140.0,140.0,174.0,65.0,71.0,194.0,320.0,164.0,303.0,884.0,51.0,69.0,0.0,4.0,312.0,57.0,860.0,122.0,10995.0,11750.0,4373.0,684.0,14920.0,1355.0,877.0,2869.0,17789.0,17789.0,17851.0,17851.0,16.0,86802.0,46.0,68.0,8.0,216.0,145.0,338.0,89280.0,5003.0,92248.0,664.0,292.0,593.0,92916.0
2006-10-25,3930.0,5077.0,588.0,419.0,585.0,3558.0,188.0,470.0,182.0,463.0,1178.0,674.0,1861.0,82.0,2465.0,3991.0,9100.0,9811.0,179.0,10663.0,635.0,2295.0,43.0,55691.0,247.0,58289.0,55978.0,679.0,357.0,56996.0,487.0,58755.0,61.0,343.0,59083.0,59079.0,55.0,36.0,202.0,85.0,429.0,18.0,1070.0,66.0,265.0,139.0,328.0,1827.0,2314.0,518.0,550.0,1418.0,601.0,1735.0,445.0,1542.0,1759.0,3032.0,3198.0,45.0,3494.0,3643.0,3174.0,3447.0,262.0,6285.0,231.0,71.0,7514.0,139.0,139.0,172.0,64.0,72.0,193.0,320.0,164.0,293.0,882.0,51.0,69.0,0.0,3.0,304.0,57.0,859.0,121.0,10884.0,11639.0,4351.0,677.0,14913.0,1322.0,855.0,2850.0,17763.0,17763.0,17827.0,17827.0,17.0,80189.0,46.0,67.0,7.0,208.0,148.0,342.0,83858.0,5001.0,87441.0,654.0,289.0,580.0,89581.0
