, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-04-25,3510.0,21140.0,2390.0,1810.0,3340.0,14850.0,320.0,910.0,390.0,2390.0,4030.0,1920.0,5870.0,850.0,7690.0,17910.0,25760.0,33730.0,2280.0,37290.0,11430.0,14340.0,16140.0,920.0,94938.0,2280.0,108320.0,124050.0,1650.0,1450.0,134440.0,820.0,130850.0,240.0,2320.0,140350.0,137150.0,300.0,250.0,790.0,700.0,490.0,3390.0,200.0,1070.0,420.0,1810.0,2940.0,4610.0,500.0,620.0,1980.0,670.0,2230.0,840.0,6180.0,7200.0,10360.0,18230.0,520.0,18910.0,18610.0,18590.0,16660.0,590.0,17540.0,14000.0,1530.0,24390.0,100.0,110.0,350.0,1070.0,390.0,6830.0,1740.0,8040.0,6760.0,7160.0,1210.0,640.0,140.0,1880.0,1580.0,160.0,6050.0,2030.0,47560.0,50070.0,9410.0,6610.0,67800.0,12290.0,8140.0,24790.0,97570.0,91600.0,93740.0,101000.0,1310.0,254960.0,560.0,1010.0,600.0,2320.0,4830.0,7700.0,257990.0,7850.0,273380.0,2460.0,1510.0,1470.0,299850.0
2011-04-26,5488.0,21780.0,3022.0,1808.0,3432.0,15348.0,320.0,898.0,442.0,2500.0,4152.0,2212.0,6305.0,932.0,8028.0,18452.0,26068.0,29348.0,2370.0,35170.0,11672.0,13772.0,15618.0,872.0,95672.0,2620.0,106345.0,123750.0,1770.0,1590.0,127272.0,830.0,129152.0,245.0,2448.0,136612.0,136615.0,355.0,280.0,910.0,745.0,578.0,3450.0,292.0,1285.0,550.0,1930.0,2898.0,4580.0,522.0,682.0,2188.0,775.0,2338.0,868.0,6298.0,7422.0,10608.0,18345.0,542.0,18785.0,18368.0,18138.0,16235.0,598.0,17548.0,13300.0,1515.0,24342.0,100.0,100.0,350.0,1198.0,382.0,7918.0,1838.0,8345.0,6758.0,7262.0,1298.0,652.0,202.0,1880.0,2032.0,158.0,6195.0,2150.0,48125.0,50138.0,9520.0,7015.0,69160.0,13102.0,9788.0,25855.0,96262.0,96305.0,96940.0,97550.0,1492.0,249488.0,625.0,1188.0,570.0,2292.0,5100.0,8042.0,258642.0,7890.0,245205.0,3228.0,1905.0,1570.0,254652.0
2011-04-27,5612.0,22720.0,3340.0,1965.0,3695.0,15935.0,312.0,880.0,488.0,2545.0,4232.0,2615.0,6790.0,1068.0,9130.0,19402.0,27488.0,30850.0,2518.0,36248.0,14280.0,13522.0,15985.0,832.0,95890.0,2988.0,105425.0,128125.0,2060.0,1685.0,132185.0,868.0,135292.0,240.0,2555.0,142808.0,142818.0,348.0,292.0,995.0,675.0,448.0,3542.0,268.0,1360.0,470.0,2018.0,2958.0,4352.0,535.0,668.0,2288.0,865.0,2645.0,960.0,6328.0,7508.0,10828.0,18490.0,545.0,18958.0,18475.0,17952.0,15990.0,568.0,17268.0,13300.0,1488.0,23818.0,100.0,100.0,350.0,1148.0,370.0,10832.0,1820.0,8450.0,6762.0,7202.0,1295.0,592.0,212.0,1868.0,1705.0,148.0,6458.0,2330.0,49208.0,51640.0,9672.0,6822.0,70422.0,14528.0,12622.0,27482.0,97908.0,97908.0,99712.0,99712.0,1788.0,244065.0,610.0,1435.0,530.0,2410.0,4788.0,7898.0,252538.0,7855.0,250992.0,3548.0,2002.0,1658.0,257465.0
2011-04-28,5670.0,22988.0,3000.0,2098.0,3642.0,15855.0,305.0,865.0,438.0,2512.0,4160.0,2330.0,6438.0,1020.0,9120.0,19810.0,28235.0,31682.0,2548.0,36942.0,15208.0,13715.0,16225.0,850.0,97108.0,2835.0,107015.0,123125.0,2295.0,1660.0,127400.0,760.0,130675.0,230.0,2495.0,138435.0,138708.0,312.0,278.0,1008.0,610.0,345.0,3578.0,242.0,1275.0,450.0,1830.0,2652.0,4160.0,495.0,598.0,2135.0,882.0,2702.0,892.0,6260.0,7260.0,10322.0,18535.0,545.0,19132.0,18635.0,18062.0,16110.0,512.0,17308.0,13300.0,1480.0,23122.0,100.0,95.0,350.0,975.0,355.0,10912.0,1672.0,8165.0,6765.0,7112.0,1122.0,550.0,200.0,1848.0,1490.0,140.0,6040.0,2175.0,48272.0,51298.0,9332.0,6122.0,68675.0,14140.0,11415.0,27285.0,95962.0,95962.0,97720.0,97720.0,1712.0,247020.0,518.0,1325.0,495.0,2340.0,3980.0,6692.0,259168.0,7605.0,261425.0,2952.0,1598.0,1472.0,267902.0
2011-04-29,5775.0,22920.0,2845.0,2238.0,3815.0,15702.0,300.0,870.0,450.0,2385.0,3980.0,2038.0,5968.0,1000.0,8505.0,19635.0,27795.0,31172.0,2620.0,37342.0,14852.0,13932.0,16000.0,988.0,98620.0,2958.0,108438.0,120000.0,2318.0,1615.0,124082.0,708.0,127008.0,220.0,2542.0,134032.0,134152.0,345.0,278.0,1108.0,628.0,370.0,3882.0,258.0,1342.0,510.0,1815.0,2590.0,3982.0,510.0,668.0,2400.0,960.0,2648.0,895.0,6360.0,7355.0,10125.0,18575.0,710.0,18905.0,18452.0,17972.0,16082.0,518.0,17620.0,13300.0,1480.0,22925.0,100.0,90.0,342.0,980.0,370.0,8630.0,1718.0,8132.0,6768.0,7158.0,1122.0,602.0,200.0,1888.0,2078.0,140.0,5685.0,2102.0,46845.0,49745.0,9085.0,5700.0,63705.0,14448.0,10710.0,26885.0,90585.0,90375.0,91985.0,91985.0,1572.0,235808.0,490.0,1222.0,455.0,2010.0,3622.0,5662.0,250662.0,7548.0,254052.0,3152.0,1640.0,1470.0,260945.0
2011-04-30,6165.0,22440.0,2878.0,2382.0,3968.0,15978.0,298.0,925.0,522.0,2278.0,3972.0,2162.0,6095.0,975.0,8458.0,20212.0,27845.0,31208.0,2702.0,36770.0,14790.0,14072.0,16065.0,1092.0,100905.0,3090.0,109915.0,118125.0,2250.0,1565.0,122522.0,660.0,125755.0,218.0,2535.0,132620.0,132738.0,315.0,235.0,1045.0,545.0,325.0,4085.0,238.0,1358.0,448.0,1810.0,2752.0,3965.0,598.0,720.0,2738.0,982.0,3025.0,1095.0,6410.0,7508.0,10408.0,18625.0,672.0,18810.0,18365.0,17710.0,15832.0,512.0,17672.0,13300.0,1482.0,22800.0,92.0,90.0,348.0,1072.0,358.0,6992.0,1635.0,8180.0,6740.0,7142.0,1112.0,612.0,200.0,1892.0,1550.0,130.0,5780.0,2085.0,46600.0,49312.0,9128.0,5532.0,64148.0,18290.0,11335.0,30920.0,95068.0,95068.0,96565.0,96565.0,1478.0,233802.0,458.0,1185.0,425.0,1830.0,3840.0,5575.0,246025.0,7618.0,248972.0,3022.0,1538.0,1428.0,255158.0
2011-05-01,6510.0,18285.0,2705.0,2330.0,3540.0,14562.0,288.0,885.0,480.0,2168.0,3858.0,2325.0,6148.0,900.0,8475.0,19975.0,27818.0,31152.0,2910.0,36655.0,14240.0,14048.0,15945.0,980.0,104790.0,3132.0,110428.0,113125.0,2280.0,1518.0,117405.0,665.0,120822.0,210.0,2558.0,127465.0,127678.0,320.0,235.0,960.0,540.0,305.0,3850.0,230.0,1358.0,442.0,1748.0,2348.0,4025.0,555.0,662.0,2560.0,948.0,3165.0,1055.0,6408.0,7338.0,9980.0,18650.0,598.0,18988.0,18588.0,17788.0,15892.0,485.0,17630.0,13300.0,1568.0,22748.0,90.0,88.0,340.0,942.0,335.0,6018.0,1465.0,8058.0,6702.0,6992.0,970.0,550.0,198.0,1880.0,1478.0,130.0,5572.0,1820.0,46072.0,48885.0,8838.0,5208.0,63085.0,17675.0,9770.0,30658.0,93742.0,93742.0,95165.0,95165.0,1340.0,232462.0,402.0,1032.0,390.0,1615.0,3608.0,5322.0,245955.0,7498.0,248932.0,2595.0,1298.0,1322.0,254995.0
2011-05-02,6638.0,16345.0,3570.0,2555.0,4228.0,14652.0,280.0,835.0,490.0,2072.0,3685.0,2212.0,5865.0,985.0,8372.0,18425.0,27938.0,31278.0,3175.0,36950.0,13360.0,13178.0,15090.0,1555.0,106315.0,3532.0,110758.0,113750.0,2260.0,1585.0,117005.0,862.0,120052.0,240.0,3155.0,125595.0,125462.0,452.0,325.0,1035.0,788.0,472.0,4152.0,390.0,1832.0,685.0,2095.0,2385.0,4172.0,575.0,660.0,2682.0,960.0,3012.0,975.0,6485.0,7398.0,9905.0,18688.0,655.0,18808.0,18460.0,17772.0,15940.0,532.0,17982.0,13300.0,1830.0,22962.0,90.0,80.0,362.0,1052.0,420.0,5390.0,1488.0,8020.0,6668.0,6862.0,1078.0,582.0,190.0,1880.0,2032.0,160.0,5600.0,1805.0,45430.0,48070.0,8655.0,5338.0,63100.0,16752.0,9342.0,29120.0,92220.0,92220.0,93588.0,93588.0,1262.0,224925.0,478.0,1038.0,360.0,1435.0,4672.0,5732.0,238362.0,7730.0,241628.0,2785.0,1338.0,1355.0,247380.0
2011-05-03,6870.0,16488.0,5558.0,3072.0,5708.0,17130.0,272.0,795.0,628.0,2232.0,3892.0,1990.0,5860.0,1280.0,8690.0,19948.0,28602.0,31995.0,3512.0,38365.0,15268.0,14020.0,15380.0,2062.0,107105.0,4190.0,113218.0,120000.0,2338.0,2045.0,124298.0,1280.0,127945.0,340.0,4408.0,134385.0,134098.0,705.0,538.0,1265.0,1142.0,845.0,5120.0,600.0,2660.0,1638.0,3260.0,3968.0,5095.0,650.0,702.0,2970.0,1012.0,3035.0,1032.0,6712.0,7880.0,10265.0,18768.0,878.0,18502.0,18148.0,17425.0,15645.0,640.0,18215.0,13300.0,2095.0,23228.0,90.0,80.0,475.0,1878.0,535.0,4980.0,2118.0,8148.0,6630.0,6800.0,1355.0,760.0,180.0,1870.0,2550.0,310.0,6525.0,2135.0,46170.0,48588.0,9018.0,7870.0,71138.0,19675.0,11172.0,31018.0,102158.0,102158.0,103475.0,103475.0,1332.0,233250.0,630.0,1305.0,332.0,1540.0,6998.0,8008.0,244292.0,8642.0,247572.0,3775.0,1862.0,1632.0,252108.0
2011-05-04,7730.0,17940.0,6785.0,3572.0,7040.0,19150.0,270.0,765.0,855.0,2575.0,4420.0,2002.0,6402.0,1630.0,9672.0,22852.0,29980.0,33512.0,3880.0,40432.0,18548.0,14612.0,16158.0,2215.0,108595.0,6675.0,118968.0,120000.0,3085.0,2658.0,125032.0,1905.0,128882.0,450.0,6445.0,137430.0,137335.0,775.0,595.0,1350.0,1492.0,1115.0,6048.0,605.0,3000.0,1370.0,3935.0,6058.0,7030.0,740.0,960.0,3602.0,1130.0,3295.0,1378.0,7122.0,9052.0,11628.0,18832.0,1012.0,18430.0,18042.0,17165.0,15378.0,735.0,18235.0,13300.0,2288.0,23402.0,100.0,85.0,578.0,2592.0,538.0,4668.0,2360.0,8198.0,6592.0,6732.0,1415.0,860.0,178.0,1840.0,2335.0,330.0,7472.0,2348.0,47655.0,50498.0,10148.0,9180.0,74248.0,25245.0,13525.0,36575.0,110822.0,110822.0,112102.0,112102.0,1512.0,251478.0,730.0,1620.0,308.0,1892.0,8260.0,10198.0,265868.0,9168.0,269578.0,4260.0,2160.0,1975.0,275848.0
