, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2004-01-05,2766.0,11735.0,630.0,429.0,673.0,3928.0,168.0,389.0,188.0,509.0,1024.0,660.0,1712.0,74.0,2196.0,4464.0,11557.0,12065.0,498.0,15532.0,1369.0,3290.0,81.0,72791.0,310.0,78802.0,125415.0,877.0,429.0,123929.0,647.0,124058.0,99.0,912.0,122314.0,120873.0,78.0,67.0,207.0,197.0,494.0,97.0,694.0,87.0,294.0,177.0,417.0,1251.0,1389.0,347.0,408.0,1093.0,377.0,1423.0,449.0,1006.0,1252.0,2040.0,1308.0,25.0,1977.0,1919.0,1631.0,1729.0,194.0,4381.0,592.0,69.0,7275.0,55.0,83.0,123.0,67.0,91.0,277.0,182.0,790.0,25.0,43.0,33.0,50.0,286.0,58.0,681.0,287.0,10246.0,11201.0,3197.0,877.0,14907.0,1569.0,1353.0,10971.0,25878.0,25878.0,25991.0,25991.0,404.0,127028.0,112.0,217.0,36.0,325.0,234.0,512.0,129219.0,6179.0,127747.0,634.0,521.0,553.0,133564.0
2004-01-06,2889.0,12530.0,626.0,427.0,672.0,3912.0,167.0,404.0,187.0,507.0,1017.0,654.0,1696.0,73.0,2248.0,4510.0,12107.0,12527.0,498.0,14594.0,1314.0,3034.0,80.0,72111.0,310.0,77023.0,119141.0,881.0,426.0,120923.0,636.0,123848.0,99.0,890.0,127439.0,127705.0,76.0,65.0,206.0,191.0,490.0,93.0,685.0,85.0,293.0,177.0,415.0,1209.0,1355.0,346.0,407.0,1094.0,374.0,1421.0,449.0,1004.0,1250.0,2034.0,1312.0,25.0,1971.0,1904.0,1611.0,1712.0,194.0,4369.0,592.0,69.0,7272.0,55.0,83.0,123.0,67.0,90.0,277.0,184.0,793.0,25.0,43.0,33.0,50.0,282.0,57.0,674.0,281.0,10316.0,11152.0,3181.0,869.0,17830.0,1535.0,1291.0,12127.0,29957.0,29957.0,30073.0,30073.0,401.0,152411.0,109.0,195.0,35.0,316.0,230.0,508.0,154208.0,6144.0,152792.0,632.0,506.0,542.0,152382.0
2004-01-07,2879.0,12539.0,623.0,426.0,671.0,3898.0,167.0,407.0,187.0,505.0,1023.0,652.0,1698.0,73.0,2260.0,4510.0,12401.0,12819.0,498.0,14978.0,1316.0,2988.0,79.0,72355.0,309.0,77362.0,115078.0,908.0,423.0,116499.0,625.0,119005.0,99.0,868.0,121986.0,122149.0,74.0,63.0,205.0,185.0,492.0,89.0,681.0,84.0,293.0,176.0,413.0,1197.0,1316.0,345.0,406.0,1094.0,370.0,1420.0,448.0,1003.0,1247.0,2029.0,1312.0,25.0,1969.0,1897.0,1599.0,1695.0,194.0,4351.0,592.0,69.0,7265.0,54.0,83.0,122.0,66.0,89.0,277.0,184.0,794.0,25.0,43.0,33.0,50.0,278.0,56.0,684.0,276.0,10559.0,11340.0,3165.0,865.0,18500.0,1512.0,1272.0,6424.0,24924.0,24924.0,25062.0,25062.0,409.0,152194.0,106.0,187.0,34.0,296.0,227.0,503.0,158688.0,6141.0,158483.0,632.0,731.0,545.0,160618.0
2004-01-08,2870.0,12563.0,620.0,424.0,670.0,3883.0,167.0,406.0,186.0,504.0,1023.0,651.0,1695.0,72.0,2257.0,4498.0,12417.0,12959.0,532.0,15141.0,1300.0,3050.0,87.0,72574.0,309.0,77607.0,113750.0,931.0,420.0,115321.0,615.0,117871.0,99.0,846.0,120611.0,120679.0,91.0,85.0,208.0,179.0,495.0,90.0,683.0,83.0,292.0,176.0,411.0,1194.0,1313.0,345.0,405.0,1092.0,366.0,1419.0,447.0,1000.0,1244.0,2024.0,1311.0,25.0,1964.0,1890.0,1591.0,1685.0,194.0,4337.0,592.0,69.0,7258.0,54.0,83.0,122.0,66.0,87.0,276.0,185.0,794.0,25.0,43.0,33.0,50.0,275.0,55.0,691.0,272.0,10598.0,11413.0,3150.0,880.0,17665.0,1505.0,1265.0,3460.0,21125.0,21125.0,22717.0,22717.0,931.0,143152.0,106.0,401.0,37.0,287.0,223.0,499.0,148928.0,6143.0,148695.0,676.0,1539.0,758.0,151644.0
2004-01-09,2862.0,12636.0,617.0,423.0,669.0,3869.0,166.0,405.0,186.0,502.0,1021.0,650.0,1690.0,73.0,2253.0,4486.0,12430.0,13124.0,726.0,15524.0,1336.0,3392.0,122.0,72708.0,309.0,77681.0,105000.0,970.0,417.0,107478.0,605.0,110952.0,99.0,826.0,114754.0,115155.0,154.0,156.0,223.0,174.0,526.0,159.0,709.0,82.0,292.0,175.0,409.0,1201.0,1361.0,344.0,403.0,1090.0,362.0,1417.0,447.0,998.0,1241.0,2018.0,1311.0,25.0,1958.0,1882.0,1583.0,1677.0,194.0,4328.0,592.0,70.0,7280.0,54.0,82.0,122.0,65.0,86.0,276.0,186.0,795.0,25.0,43.0,33.0,51.0,272.0,55.0,698.0,267.0,10593.0,11406.0,3135.0,1132.0,17144.0,1538.0,1468.0,3754.0,20898.0,20898.0,26356.0,26356.0,2219.0,143977.0,312.0,1231.0,92.0,510.0,220.0,504.0,148970.0,6230.0,148444.0,733.0,1425.0,760.0,151323.0
2004-01-10,2853.0,12698.0,613.0,422.0,668.0,3855.0,166.0,404.0,185.0,500.0,1019.0,649.0,1684.0,74.0,2248.0,4499.0,12415.0,13129.0,885.0,15770.0,1560.0,3978.0,174.0,72977.0,315.0,77709.0,86250.0,1010.0,414.0,88760.0,596.0,92469.0,99.0,809.0,96983.0,97755.0,140.0,136.0,231.0,170.0,555.0,217.0,804.0,82.0,292.0,175.0,407.0,1276.0,1402.0,343.0,402.0,1087.0,358.0,1415.0,446.0,995.0,1238.0,2012.0,1310.0,25.0,1952.0,1873.0,1575.0,1669.0,194.0,4320.0,592.0,71.0,7289.0,54.0,82.0,121.0,65.0,85.0,275.0,186.0,795.0,25.0,43.0,33.0,51.0,269.0,54.0,706.0,263.0,10598.0,11422.0,3121.0,1292.0,17526.0,1627.0,1866.0,4152.0,21678.0,21678.0,27312.0,27312.0,2179.0,137708.0,397.0,1473.0,137.0,1378.0,217.0,581.0,145438.0,6372.0,145427.0,754.0,1210.0,649.0,148890.0
2004-01-11,2845.0,12693.0,610.0,420.0,667.0,3841.0,166.0,404.0,185.0,499.0,1016.0,648.0,1677.0,74.0,2240.0,4510.0,12388.0,13040.0,855.0,15605.0,1842.0,3821.0,116.0,73544.0,325.0,78018.0,86250.0,996.0,412.0,85521.0,587.0,86026.0,99.0,791.0,86888.0,86753.0,113.0,98.0,234.0,165.0,555.0,181.0,860.0,81.0,291.0,175.0,405.0,1398.0,1465.0,343.0,401.0,1085.0,354.0,1412.0,446.0,993.0,1234.0,2006.0,1309.0,25.0,1945.0,1864.0,1566.0,1660.0,194.0,4312.0,592.0,72.0,7271.0,54.0,82.0,121.0,64.0,84.0,275.0,187.0,796.0,25.0,43.0,33.0,51.0,266.0,53.0,715.0,260.0,10618.0,11458.0,3107.0,1122.0,17396.0,1731.0,1683.0,3785.0,21181.0,21181.0,23875.0,23875.0,1327.0,117840.0,248.0,818.0,76.0,1452.0,214.0,586.0,127340.0,6352.0,127698.0,749.0,1017.0,582.0,131837.0
2004-01-12,2837.0,12681.0,607.0,419.0,665.0,3827.0,165.0,403.0,184.0,497.0,1013.0,646.0,1671.0,73.0,2230.0,4469.0,12357.0,12962.0,823.0,15485.0,1866.0,3699.0,91.0,74051.0,327.0,78526.0,119948.0,1000.0,409.0,120559.0,578.0,121401.0,99.0,770.0,120286.0,118993.0,103.0,84.0,232.0,162.0,548.0,146.0,845.0,80.0,291.0,174.0,403.0,1443.0,1556.0,342.0,400.0,1082.0,350.0,1408.0,445.0,990.0,1231.0,2000.0,1308.0,25.0,1937.0,1854.0,1557.0,1651.0,194.0,4303.0,592.0,73.0,7248.0,54.0,82.0,120.0,64.0,82.0,275.0,187.0,796.0,25.0,43.0,33.0,51.0,264.0,53.0,724.0,255.0,10617.0,11461.0,3093.0,1004.0,17247.0,1754.0,1560.0,3746.0,20993.0,20993.0,22425.0,22425.0,859.0,120328.0,179.0,550.0,60.0,903.0,211.0,538.0,123197.0,6272.0,122072.0,738.0,889.0,559.0,123432.0
2004-01-13,2829.0,12678.0,605.0,418.0,664.0,3814.0,165.0,402.0,184.0,495.0,1011.0,645.0,1665.0,72.0,2222.0,4448.0,12334.0,12907.0,800.0,15407.0,1629.0,3595.0,87.0,73985.0,326.0,78459.0,119167.0,1059.0,407.0,120636.0,570.0,123020.0,99.0,751.0,125140.0,125178.0,105.0,88.0,231.0,175.0,546.0,136.0,818.0,79.0,291.0,174.0,401.0,1428.0,1619.0,342.0,398.0,1079.0,346.0,1405.0,444.0,988.0,1228.0,1994.0,1308.0,25.0,1929.0,1845.0,1547.0,1642.0,194.0,4294.0,592.0,73.0,7238.0,54.0,82.0,120.0,63.0,81.0,274.0,188.0,797.0,25.0,43.0,33.0,51.0,262.0,52.0,734.0,250.0,10599.0,11427.0,3080.0,959.0,17162.0,1722.0,1498.0,3702.0,20863.0,20863.0,22032.0,22032.0,749.0,145791.0,153.0,467.0,55.0,649.0,209.0,509.0,149436.0,6223.0,147980.0,732.0,821.0,562.0,148427.0
2004-01-14,2823.0,12681.0,602.0,416.0,662.0,3800.0,165.0,401.0,183.0,494.0,1008.0,644.0,1659.0,72.0,2214.0,4437.0,12314.0,12860.0,780.0,15343.0,1435.0,3404.0,86.0,73846.0,324.0,78130.0,118056.0,1121.0,405.0,119569.0,562.0,121956.0,99.0,736.0,123998.0,124046.0,110.0,99.0,232.0,210.0,552.0,144.0,815.0,79.0,290.0,174.0,400.0,1415.0,1638.0,341.0,397.0,1077.0,342.0,1401.0,444.0,985.0,1224.0,1988.0,1307.0,25.0,1921.0,1835.0,1537.0,1632.0,194.0,4284.0,592.0,73.0,7239.0,54.0,82.0,120.0,63.0,80.0,274.0,188.0,797.0,25.0,42.0,33.0,51.0,260.0,51.0,744.0,245.0,10582.0,11390.0,3067.0,942.0,17115.0,1679.0,1460.0,3657.0,20771.0,20771.0,22104.0,22104.0,846.0,147669.0,141.0,434.0,52.0,564.0,207.0,521.0,153378.0,6242.0,152674.0,733.0,835.0,585.0,154810.0
