, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-11-17,3832.0,7555.0,767.0,605.0,645.0,3413.0,178.0,446.0,234.0,535.0,1238.0,777.0,2065.0,94.0,2684.0,4150.0,11832.0,12826.0,446.0,14782.0,1230.0,3044.0,202.0,79075.0,394.0,83143.0,94525.0,1327.0,653.0,93361.0,1229.0,93033.0,133.0,1575.0,95785.0,94556.0,742.0,770.0,297.0,1183.0,695.0,208.0,935.0,202.0,340.0,280.0,515.0,1402.0,1520.0,386.0,470.0,1330.0,411.0,1454.0,386.0,1177.0,1593.0,2341.0,1532.0,19.0,2322.0,2497.0,2150.0,1915.0,174.0,4508.0,450.0,63.0,7596.0,59.0,87.0,179.0,148.0,65.0,258.0,253.0,905.0,53.0,61.0,19.0,46.0,272.0,49.0,1167.0,177.0,10950.0,10075.0,3741.0,848.0,12858.0,1683.0,2174.0,3571.0,16428.0,16428.0,16522.0,16522.0,223.0,90527.0,245.0,128.0,6.0,252.0,253.0,354.0,95793.0,4564.0,95464.0,792.0,1491.0,969.0,110288.0
2003-11-18,4024.0,16492.0,777.0,701.0,770.0,3516.0,176.0,445.0,232.0,547.0,1252.0,822.0,2102.0,106.0,2698.0,4222.0,11896.0,13018.0,470.0,16665.0,2122.0,3044.0,465.0,78707.0,385.0,82447.0,100016.0,1355.0,757.0,102111.0,1467.0,104522.0,162.0,2312.0,110476.0,110328.0,1379.0,1100.0,510.0,1530.0,998.0,611.0,1368.0,369.0,573.0,577.0,749.0,1747.0,1614.0,386.0,472.0,1322.0,411.0,1520.0,386.0,1168.0,1596.0,2374.0,1528.0,19.0,2345.0,2501.0,2163.0,1951.0,176.0,4562.0,450.0,63.0,7361.0,59.0,87.0,177.0,145.0,60.0,252.0,252.0,888.0,61.0,59.0,24.0,46.0,208.0,49.0,1111.0,197.0,11128.0,10201.0,3854.0,1241.0,13339.0,1969.0,3495.0,3780.0,17119.0,17119.0,17215.0,17215.0,298.0,110236.0,337.0,389.0,12.0,295.0,299.0,425.0,110466.0,5980.0,111188.0,773.0,1913.0,956.0,112685.0
2003-11-19,4534.0,22348.0,1472.0,986.0,1231.0,4293.0,174.0,443.0,230.0,545.0,1250.0,860.0,2117.0,121.0,2740.0,4621.0,12018.0,13145.0,495.0,16310.0,3412.0,3043.0,268.0,80007.0,387.0,82908.0,100000.0,1481.0,907.0,102268.0,1402.0,104630.0,171.0,2857.0,111096.0,111078.0,1162.0,1248.0,573.0,2065.0,1165.0,697.0,1961.0,252.0,531.0,553.0,795.0,2639.0,1965.0,385.0,472.0,1310.0,411.0,1557.0,385.0,1158.0,1576.0,2357.0,1524.0,19.0,2400.0,2542.0,2196.0,1979.0,177.0,4594.0,450.0,62.0,7190.0,59.0,87.0,177.0,143.0,59.0,247.0,251.0,884.0,54.0,59.0,24.0,46.0,186.0,49.0,1045.0,183.0,11510.0,10668.0,3782.0,1317.0,13629.0,2136.0,3815.0,4039.0,17668.0,17668.0,17765.0,17765.0,212.0,120181.0,247.0,253.0,23.0,508.0,233.0,423.0,123317.0,5919.0,124652.0,792.0,1808.0,874.0,127738.0
2003-11-20,3912.0,22880.0,1532.0,1614.0,1524.0,5380.0,172.0,445.0,228.0,539.0,1242.0,926.0,2168.0,120.0,2759.0,5611.0,12081.0,13167.0,519.0,15706.0,4238.0,3052.0,169.0,81700.0,418.0,85126.0,98984.0,1689.0,797.0,101507.0,1187.0,104080.0,163.0,2517.0,110413.0,110493.0,665.0,814.0,396.0,1213.0,902.0,354.0,1783.0,161.0,394.0,402.0,628.0,2721.0,2627.0,385.0,469.0,1294.0,410.0,1563.0,385.0,1149.0,1556.0,2335.0,1520.0,19.0,2429.0,2566.0,2243.0,2025.0,179.0,4634.0,450.0,62.0,7158.0,59.0,87.0,176.0,141.0,58.0,251.0,249.0,881.0,65.0,59.0,39.0,45.0,196.0,49.0,1047.0,173.0,11286.0,10572.0,3735.0,1431.0,13645.0,2179.0,3725.0,4111.0,17756.0,17756.0,17857.0,17857.0,295.0,122260.0,185.0,285.0,32.0,472.0,204.0,390.0,125873.0,5776.0,127179.0,788.0,1234.0,740.0,130360.0
2003-11-21,3451.0,22301.0,961.0,1425.0,1075.0,4856.0,171.0,443.0,227.0,523.0,1215.0,850.0,2065.0,107.0,2771.0,6067.0,12103.0,13063.0,544.0,15338.0,3524.0,3051.0,127.0,81087.0,438.0,84935.0,90000.0,1945.0,707.0,93633.0,1111.0,97230.0,156.0,1876.0,104018.0,104457.0,470.0,498.0,334.0,732.0,746.0,194.0,1321.0,148.0,343.0,355.0,535.0,2172.0,2826.0,384.0,464.0,1277.0,408.0,1554.0,384.0,1139.0,1536.0,2313.0,1516.0,19.0,2430.0,2561.0,2264.0,2066.0,179.0,4682.0,450.0,63.0,7159.0,59.0,87.0,176.0,137.0,58.0,263.0,248.0,878.0,69.0,59.0,40.0,45.0,181.0,49.0,1038.0,167.0,11151.0,10425.0,3662.0,1319.0,13601.0,2164.0,2962.0,4123.0,17724.0,17724.0,17833.0,17833.0,270.0,121481.0,81.0,134.0,26.0,470.0,149.0,337.0,125694.0,5671.0,127009.0,756.0,711.0,615.0,129584.0
2003-11-22,3342.0,21745.0,821.0,969.0,807.0,4210.0,169.0,438.0,225.0,511.0,1198.0,801.0,1999.0,103.0,2676.0,5386.0,12078.0,12970.0,568.0,15232.0,2434.0,3050.0,119.0,80382.0,431.0,84158.0,68359.0,2157.0,667.0,72060.0,1069.0,75849.0,149.0,1547.0,83063.0,83955.0,400.0,383.0,317.0,614.0,706.0,155.0,1095.0,139.0,328.0,323.0,504.0,1818.0,2489.0,383.0,459.0,1260.0,407.0,1542.0,384.0,1130.0,1516.0,2290.0,1511.0,19.0,2417.0,2538.0,2259.0,2081.0,180.0,4711.0,450.0,63.0,7138.0,59.0,87.0,176.0,133.0,58.0,277.0,247.0,875.0,69.0,59.0,41.0,44.0,177.0,49.0,1024.0,159.0,11097.0,10389.0,3594.0,1169.0,13364.0,2060.0,2350.0,4033.0,17397.0,17397.0,17506.0,17506.0,170.0,110648.0,63.0,90.0,23.0,379.0,129.0,283.0,116904.0,5611.0,118634.0,739.0,549.0,591.0,121779.0
2003-11-23,3274.0,21198.0,797.0,751.0,739.0,3931.0,167.0,435.0,223.0,503.0,1185.0,784.0,1969.0,100.0,2598.0,4768.0,11978.0,12819.0,593.0,15075.0,1795.0,3054.0,116.0,79883.0,420.0,83621.0,69297.0,2240.0,647.0,70360.0,1031.0,71227.0,142.0,1440.0,74547.0,74408.0,360.0,334.0,302.0,562.0,680.0,139.0,1006.0,129.0,317.0,296.0,485.0,1661.0,2127.0,382.0,454.0,1242.0,406.0,1529.0,383.0,1121.0,1496.0,2268.0,1507.0,19.0,2400.0,2509.0,2244.0,2078.0,180.0,4717.0,450.0,63.0,7119.0,59.0,87.0,175.0,130.0,58.0,286.0,246.0,872.0,69.0,59.0,37.0,43.0,177.0,49.0,1015.0,153.0,11050.0,10371.0,3556.0,1092.0,13206.0,1943.0,1969.0,3900.0,17107.0,17107.0,17213.0,17213.0,137.0,91832.0,60.0,84.0,20.0,304.0,123.0,255.0,97691.0,5556.0,99448.0,731.0,497.0,584.0,102803.0
2003-11-24,3213.0,16581.0,778.0,685.0,710.0,3823.0,165.0,433.0,221.0,498.0,1174.0,771.0,1945.0,98.0,2556.0,4485.0,11911.0,12706.0,618.0,14949.0,1530.0,3059.0,113.0,79396.0,410.0,83127.0,103281.0,2211.0,628.0,105180.0,996.0,105853.0,136.0,1389.0,106647.0,105303.0,328.0,305.0,289.0,522.0,657.0,130.0,960.0,120.0,307.0,273.0,468.0,1586.0,1913.0,381.0,450.0,1225.0,405.0,1516.0,383.0,1112.0,1476.0,2246.0,1503.0,19.0,2382.0,2480.0,2224.0,2065.0,180.0,4709.0,450.0,63.0,7111.0,59.0,86.0,175.0,128.0,58.0,285.0,245.0,869.0,69.0,59.0,36.0,42.0,176.0,49.0,1005.0,150.0,10998.0,10348.0,3529.0,1047.0,13116.0,1845.0,1714.0,3785.0,16901.0,16901.0,17006.0,17006.0,124.0,96775.0,59.0,81.0,18.0,279.0,123.0,244.0,97013.0,5502.0,97335.0,726.0,480.0,578.0,98069.0
2003-11-25,3156.0,14077.0,760.0,661.0,687.0,3767.0,163.0,430.0,219.0,494.0,1166.0,758.0,1924.0,96.0,2523.0,4359.0,11871.0,12625.0,642.0,14865.0,1406.0,3065.0,111.0,78944.0,400.0,82659.0,100078.0,2124.0,611.0,103053.0,962.0,105598.0,130.0,1349.0,110059.0,110214.0,301.0,284.0,278.0,487.0,637.0,122.0,929.0,112.0,299.0,253.0,454.0,1539.0,1816.0,380.0,447.0,1209.0,403.0,1502.0,382.0,1103.0,1456.0,2224.0,1498.0,19.0,2363.0,2449.0,2204.0,2051.0,180.0,4696.0,450.0,63.0,7112.0,58.0,86.0,174.0,126.0,58.0,283.0,244.0,866.0,69.0,59.0,41.0,42.0,176.0,49.0,997.0,147.0,10954.0,10330.0,3507.0,1010.0,13051.0,1763.0,1533.0,3689.0,16739.0,16739.0,16846.0,16846.0,118.0,123012.0,58.0,79.0,17.0,263.0,123.0,241.0,124345.0,5449.0,124328.0,727.0,561.0,573.0,124267.0
2003-11-26,3108.0,11965.0,743.0,648.0,668.0,3734.0,161.0,428.0,217.0,490.0,1157.0,747.0,1904.0,94.0,2494.0,4291.0,11844.0,12568.0,667.0,14807.0,1332.0,3076.0,110.0,78540.0,392.0,82246.0,100000.0,2022.0,595.0,102748.0,929.0,105084.0,126.0,1312.0,108947.0,108960.0,277.0,275.0,270.0,455.0,620.0,115.0,904.0,105.0,292.0,237.0,441.0,1503.0,1776.0,380.0,445.0,1194.0,402.0,1490.0,381.0,1093.0,1436.0,2202.0,1494.0,19.0,2346.0,2419.0,2183.0,2035.0,180.0,4682.0,450.0,62.0,7131.0,58.0,86.0,174.0,124.0,58.0,285.0,243.0,863.0,69.0,58.0,42.0,41.0,176.0,49.0,993.0,144.0,10922.0,10323.0,3488.0,985.0,12998.0,1697.0,1418.0,3611.0,16609.0,16609.0,16717.0,16717.0,177.0,123764.0,59.0,79.0,20.0,258.0,123.0,251.0,127503.0,5395.0,128306.0,737.0,652.0,604.0,130336.0
