, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-12-13,5048.0,25803.0,2765.0,3130.0,3593.0,8302.0,173.0,413.0,222.0,622.0,1315.0,1075.0,2416.0,550.0,3889.0,10188.0,15210.0,16939.0,1498.0,21350.0,21195.0,9250.0,645.0,107401.0,1291.0,116201.0,101758.0,3663.0,539.0,103178.0,1788.0,102968.0,221.0,5314.0,105363.0,104959.0,608.0,444.0,483.0,1842.0,1050.0,572.0,1683.0,535.0,639.0,600.0,1175.0,3351.0,4304.0,400.0,511.0,1490.0,457.0,1721.0,439.0,1119.0,1383.0,2302.0,1342.0,30.0,2514.0,2617.0,2353.0,2128.0,185.0,5564.0,726.0,220.0,7316.0,100.0,128.0,121.0,60.0,52.0,1672.0,221.0,1058.0,272.0,795.0,104.0,129.0,163.0,88.0,523.0,77.0,1459.0,905.0,10537.0,12130.0,5161.0,1791.0,18097.0,7843.0,9886.0,10154.0,28250.0,28250.0,28722.0,28722.0,1132.0,133515.0,222.0,734.0,107.0,1071.0,749.0,1327.0,138616.0,5694.0,138565.0,1052.0,982.0,844.0,142871.0
2004-12-14,4903.0,29945.0,2140.0,2270.0,2988.0,6501.0,172.0,407.0,222.0,593.0,1260.0,938.0,2199.0,460.0,3590.0,8659.0,15082.0,16778.0,1475.0,21293.0,13666.0,9409.0,602.0,113362.0,1203.0,123524.0,115000.0,3558.0,519.0,118935.0,1707.0,120857.0,205.0,3823.0,123685.0,123234.0,581.0,438.0,476.0,1309.0,953.0,461.0,1283.0,487.0,535.0,555.0,866.0,2575.0,3878.0,389.0,503.0,1469.0,434.0,1708.0,438.0,1117.0,1378.0,2291.0,1335.0,30.0,2451.0,2539.0,2314.0,2148.0,184.0,5569.0,726.0,186.0,7266.0,100.0,127.0,121.0,58.0,53.0,971.0,247.0,1037.0,267.0,784.0,103.0,141.0,101.0,80.0,501.0,76.0,1408.0,1075.0,10687.0,11899.0,4948.0,1661.0,20876.0,6737.0,8934.0,8839.0,29715.0,29715.0,30198.0,30198.0,816.0,147509.0,358.0,546.0,119.0,789.0,614.0,1141.0,150065.0,5549.0,149479.0,966.0,965.0,791.0,150831.0
2004-12-15,4822.0,29785.0,1952.0,1885.0,2680.0,5802.0,171.0,404.0,221.0,610.0,1272.0,884.0,2156.0,438.0,3347.0,7380.0,14861.0,16618.0,1447.0,21333.0,11253.0,9561.0,1008.0,111071.0,1218.0,122735.0,115000.0,3379.0,507.0,119061.0,1677.0,121468.0,194.0,3204.0,124754.0,124779.0,530.0,435.0,465.0,1111.0,920.0,394.0,1151.0,442.0,468.0,492.0,705.0,2117.0,3243.0,385.0,495.0,1449.0,415.0,1677.0,437.0,1115.0,1375.0,2281.0,1332.0,30.0,2416.0,2493.0,2248.0,2100.0,184.0,5534.0,726.0,164.0,7179.0,99.0,127.0,120.0,58.0,53.0,476.0,232.0,1000.0,265.0,785.0,102.0,108.0,80.0,79.0,509.0,76.0,1345.0,964.0,10607.0,11728.0,4825.0,1809.0,20967.0,6367.0,9421.0,8363.0,29330.0,29330.0,30054.0,30054.0,798.0,158855.0,383.0,794.0,104.0,666.0,672.0,1067.0,163559.0,5493.0,163388.0,894.0,836.0,786.0,165576.0
2004-12-16,4722.0,29499.0,1853.0,1731.0,2498.0,5498.0,170.0,402.0,220.0,640.0,1298.0,857.0,2155.0,405.0,3235.0,6724.0,14644.0,16260.0,1419.0,20563.0,10538.0,9662.0,805.0,109606.0,1192.0,120931.0,115000.0,3034.0,497.0,118867.0,1585.0,121273.0,180.0,2829.0,124186.0,124211.0,408.0,351.0,432.0,964.0,854.0,311.0,1051.0,396.0,440.0,438.0,646.0,1914.0,2729.0,385.0,488.0,1432.0,412.0,1644.0,436.0,1112.0,1371.0,2272.0,1329.0,29.0,2382.0,2454.0,2200.0,2047.0,184.0,5469.0,726.0,145.0,7104.0,99.0,126.0,120.0,58.0,53.0,227.0,223.0,973.0,263.0,780.0,102.0,86.0,71.0,76.0,517.0,74.0,1299.0,722.0,10270.0,11249.0,4743.0,1726.0,20749.0,6371.0,8671.0,8247.0,28996.0,28996.0,29523.0,29523.0,599.0,157980.0,234.0,609.0,55.0,854.0,641.0,1043.0,163599.0,5439.0,163620.0,836.0,695.0,688.0,166148.0
2004-12-17,4639.0,28962.0,1766.0,1648.0,2363.0,5295.0,169.0,401.0,219.0,645.0,1299.0,844.0,2143.0,383.0,3187.0,6383.0,14524.0,16027.0,1391.0,20113.0,9870.0,9773.0,550.0,108543.0,1124.0,120091.0,115463.0,2727.0,489.0,118953.0,1526.0,121285.0,170.0,2525.0,123794.0,123792.0,355.0,308.0,408.0,879.0,802.0,269.0,966.0,359.0,418.0,397.0,608.0,1771.0,2434.0,384.0,483.0,1416.0,408.0,1622.0,436.0,1109.0,1367.0,2263.0,1327.0,29.0,2343.0,2407.0,2154.0,2006.0,184.0,5413.0,726.0,129.0,7039.0,98.0,126.0,120.0,57.0,52.0,158.0,224.0,952.0,261.0,779.0,99.0,78.0,66.0,74.0,532.0,73.0,1241.0,486.0,9899.0,10762.0,4677.0,1478.0,20285.0,6110.0,7470.0,8021.0,28306.0,28306.0,28710.0,28710.0,468.0,156164.0,166.0,452.0,43.0,699.0,581.0,946.0,161807.0,5416.0,161780.0,810.0,624.0,655.0,164125.0
2004-12-18,4560.0,24097.0,1683.0,1588.0,2249.0,5123.0,168.0,400.0,218.0,639.0,1290.0,836.0,2126.0,369.0,3152.0,6192.0,14467.0,15895.0,1362.0,19843.0,8892.0,9908.0,461.0,103560.0,1102.0,115949.0,106796.0,2564.0,482.0,110846.0,1479.0,114173.0,163.0,2330.0,117902.0,118335.0,337.0,295.0,391.0,838.0,766.0,254.0,924.0,328.0,399.0,363.0,577.0,1671.0,2255.0,384.0,483.0,1405.0,404.0,1606.0,435.0,1106.0,1362.0,2254.0,1324.0,29.0,2313.0,2365.0,2107.0,1965.0,185.0,5362.0,726.0,118.0,6968.0,98.0,125.0,119.0,56.0,52.0,191.0,224.0,933.0,259.0,778.0,98.0,75.0,63.0,73.0,540.0,72.0,1201.0,354.0,9610.0,10378.0,4620.0,1299.0,17211.0,5706.0,6627.0,7621.0,24832.0,24832.0,25224.0,25224.0,411.0,152691.0,144.0,390.0,39.0,551.0,543.0,865.0,158796.0,5404.0,158824.0,791.0,590.0,645.0,161280.0
2004-12-19,4482.0,19290.0,1604.0,1538.0,2149.0,4969.0,167.0,398.0,217.0,625.0,1274.0,828.0,2102.0,355.0,3113.0,6030.0,15490.0,16832.0,1334.0,20392.0,7710.0,10045.0,427.0,102734.0,1063.0,114100.0,107812.0,2491.0,476.0,110045.0,1435.0,111659.0,156.0,2213.0,113210.0,113100.0,302.0,265.0,370.0,761.0,729.0,228.0,902.0,296.0,383.0,333.0,550.0,1611.0,2131.0,383.0,482.0,1395.0,401.0,1595.0,434.0,1102.0,1357.0,2245.0,1321.0,29.0,2290.0,2331.0,2066.0,1926.0,186.0,5312.0,726.0,111.0,6914.0,97.0,125.0,119.0,56.0,52.0,284.0,225.0,917.0,257.0,776.0,98.0,74.0,62.0,71.0,523.0,71.0,1175.0,295.0,9436.0,10148.0,4568.0,1193.0,16359.0,5315.0,5976.0,7207.0,23566.0,23566.0,23987.0,23987.0,384.0,142010.0,137.0,361.0,37.0,486.0,519.0,815.0,148486.0,5396.0,148694.0,770.0,577.0,638.0,151624.0
2004-12-20,4408.0,22188.0,1529.0,1494.0,2057.0,4826.0,165.0,396.0,216.0,614.0,1260.0,821.0,2082.0,341.0,3070.0,5845.0,17141.0,18421.0,1306.0,22030.0,6952.0,10185.0,406.0,103463.0,1016.0,114582.0,119175.0,2450.0,469.0,122029.0,1392.0,124020.0,150.0,2127.0,125177.0,124755.0,274.0,242.0,349.0,702.0,694.0,206.0,881.0,269.0,368.0,310.0,526.0,1561.0,2046.0,382.0,480.0,1385.0,397.0,1587.0,434.0,1099.0,1353.0,2239.0,1318.0,29.0,2271.0,2302.0,2032.0,1894.0,187.0,5267.0,726.0,107.0,6890.0,97.0,125.0,119.0,55.0,52.0,389.0,225.0,902.0,255.0,775.0,98.0,74.0,61.0,71.0,507.0,70.0,1153.0,266.0,9313.0,9998.0,4518.0,1126.0,18554.0,4974.0,5487.0,6837.0,25391.0,25391.0,25773.0,25773.0,368.0,144312.0,129.0,338.0,35.0,454.0,499.0,781.0,147585.0,5389.0,147006.0,752.0,557.0,627.0,148455.0
2004-12-21,4340.0,23098.0,1470.0,1453.0,1973.0,4699.0,164.0,394.0,215.0,603.0,1247.0,815.0,2062.0,329.0,3029.0,5661.0,17234.0,18446.0,1278.0,22090.0,6349.0,10325.0,389.0,104623.0,980.0,115924.0,117492.0,2415.0,464.0,120387.0,1352.0,122751.0,145.0,2050.0,124927.0,124988.0,252.0,224.0,330.0,654.0,663.0,189.0,866.0,246.0,355.0,292.0,505.0,1518.0,1981.0,382.0,479.0,1375.0,394.0,1579.0,433.0,1096.0,1348.0,2233.0,1316.0,29.0,2255.0,2276.0,2002.0,1867.0,188.0,5229.0,726.0,105.0,6871.0,96.0,124.0,118.0,54.0,52.0,383.0,226.0,889.0,253.0,774.0,98.0,74.0,60.0,70.0,493.0,69.0,1134.0,249.0,9237.0,9902.0,4470.0,1078.0,16654.0,4679.0,5054.0,6519.0,23173.0,23173.0,23534.0,23534.0,357.0,152915.0,122.0,317.0,33.0,432.0,479.0,752.0,157651.0,5383.0,157128.0,737.0,524.0,617.0,158611.0
2004-12-22,4278.0,23004.0,1420.0,1414.0,1895.0,4588.0,163.0,393.0,214.0,594.0,1235.0,809.0,2043.0,317.0,2991.0,5522.0,17171.0,18319.0,1249.0,21877.0,5877.0,10470.0,373.0,104694.0,951.0,116345.0,118049.0,2368.0,458.0,120915.0,1314.0,123241.0,140.0,1980.0,125196.0,125182.0,232.0,209.0,311.0,610.0,634.0,176.0,859.0,225.0,344.0,277.0,486.0,1485.0,1927.0,381.0,482.0,1367.0,391.0,1572.0,433.0,1093.0,1344.0,2226.0,1313.0,29.0,2239.0,2251.0,1974.0,1844.0,189.0,5196.0,726.0,102.0,6828.0,96.0,124.0,118.0,54.0,52.0,366.0,226.0,876.0,251.0,773.0,98.0,73.0,59.0,69.0,480.0,68.0,1116.0,237.0,9191.0,9846.0,4426.0,1039.0,15898.0,4419.0,4695.0,6239.0,22138.0,22138.0,22488.0,22488.0,349.0,150080.0,117.0,299.0,32.0,411.0,461.0,726.0,155209.0,5377.0,154904.0,723.0,499.0,608.0,156985.0
