, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALLS RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2008-11-17,3641.0,13743.0,1070.0,1472.0,2713.0,3863.0,302.0,1040.0,504.0,1354.0,2841.0,2753.0,5546.0,217.0,6985.0,5428.0,13603.0,14528.0,888.0,17442.0,2658.0,2900.0,165.0,65355.0,662.0,69343.0,73208.0,2241.0,929.0,73852.0,2624.0,72811.0,337.0,4713.0,71670.0,70534.0,398.0,339.0,373.0,1261.0,2229.0,737.0,1941.0,312.0,804.0,477.0,1527.0,3697.0,5117.0,413.0,553.0,1362.0,485.0,1785.0,440.0,1661.0,1980.0,3165.0,1438.0,56.0,2753.0,3369.0,2401.0,2795.0,169.0,5501.0,535.0,94.0,8673.0,95.0,95.0,185.0,146.0,62.0,326.0,364.0,130.0,247.0,815.0,107.0,68.0,37.0,109.0,221.0,109.0,1224.0,206.0,10067.0,10791.0,5665.0,1379.0,17428.0,7337.0,3607.0,9193.0,26621.0,26621.0,26842.0,26842.0,245.0,91452.0,73.0,113.0,33.0,352.0,288.0,601.0,98690.0,5998.0,103247.0,1107.0,766.0,813.0,108213.0
2008-11-18,3540.0,17176.0,1074.0,1540.0,2781.0,3922.0,299.0,1028.0,513.0,1333.0,2794.0,2420.0,5184.0,203.0,6443.0,5290.0,12790.0,13666.0,848.0,16332.0,2513.0,3606.0,149.0,65546.0,635.0,69851.0,80000.0,2206.0,879.0,83117.0,2489.0,85577.0,317.0,4195.0,89651.0,89510.0,367.0,314.0,377.0,1151.0,1951.0,600.0,1539.0,290.0,744.0,455.0,1401.0,3143.0,4425.0,414.0,550.0,1346.0,510.0,1754.0,443.0,1669.0,1975.0,3161.0,1462.0,61.0,2761.0,3354.0,2437.0,2606.0,166.0,5263.0,420.0,93.0,8423.0,94.0,94.0,183.0,142.0,63.0,321.0,411.0,125.0,248.0,818.0,107.0,68.0,36.0,107.0,220.0,106.0,1092.0,196.0,10594.0,11210.0,5427.0,1291.0,16998.0,6333.0,3033.0,8273.0,25271.0,25271.0,25454.0,25454.0,212.0,110966.0,64.0,103.0,31.0,332.0,254.0,549.0,111082.0,6179.0,114221.0,1082.0,675.0,793.0,114852.0
2008-11-19,3543.0,17503.0,1130.0,1581.0,2834.0,4050.0,297.0,1044.0,518.0,1309.0,2785.0,2141.0,4916.0,190.0,6036.0,5362.0,12544.0,13392.0,797.0,15912.0,2328.0,3943.0,135.0,65022.0,608.0,69939.0,80000.0,2051.0,827.0,83045.0,2386.0,85499.0,299.0,3877.0,89430.0,89447.0,381.0,328.0,411.0,1131.0,1690.0,491.0,1202.0,291.0,697.0,458.0,1303.0,2716.0,3846.0,414.0,592.0,1370.0,545.0,1759.0,440.0,1667.0,1977.0,3226.0,1534.0,60.0,2767.0,3341.0,2439.0,2592.0,165.0,5188.0,416.0,92.0,8113.0,94.0,94.0,183.0,139.0,63.0,316.0,421.0,121.0,248.0,823.0,107.0,68.0,36.0,105.0,220.0,104.0,1037.0,193.0,11031.0,11733.0,5418.0,1226.0,16725.0,5626.0,2604.0,7492.0,24218.0,24218.0,24361.0,24361.0,188.0,118697.0,55.0,94.0,31.0,305.0,224.0,491.0,122481.0,6135.0,126519.0,1067.0,629.0,758.0,128834.0
2008-11-20,3532.0,17475.0,1177.0,1553.0,3063.0,4127.0,295.0,1049.0,523.0,1274.0,2775.0,1904.0,4679.0,205.0,5764.0,5567.0,12690.0,13606.0,752.0,16372.0,2367.0,3959.0,153.0,64258.0,585.0,69061.0,80000.0,1911.0,807.0,82878.0,2514.0,85325.0,297.0,4116.0,89386.0,89373.0,663.0,610.0,675.0,2058.0,1734.0,637.0,1204.0,405.0,716.0,517.0,1265.0,2469.0,3495.0,412.0,587.0,1373.0,532.0,1793.0,437.0,1655.0,1965.0,3223.0,1620.0,58.0,2844.0,3376.0,2451.0,2591.0,164.0,5180.0,412.0,91.0,7901.0,93.0,93.0,182.0,136.0,64.0,314.0,409.0,119.0,248.0,828.0,111.0,68.0,38.0,103.0,294.0,102.0,1047.0,185.0,10804.0,11607.0,5379.0,1173.0,16617.0,5151.0,2490.0,6957.0,23573.0,23573.0,23697.0,23697.0,164.0,117188.0,47.0,88.0,40.0,286.0,215.0,474.0,121103.0,6153.0,125261.0,1099.0,1035.0,913.0,127950.0
2008-11-21,3562.0,13828.0,1255.0,1516.0,3124.0,4243.0,299.0,1072.0,582.0,1236.0,2803.0,1802.0,4605.0,256.0,5642.0,5690.0,12735.0,13656.0,752.0,16576.0,2733.0,3989.0,176.0,66431.0,595.0,69692.0,77500.0,1828.0,834.0,80788.0,2619.0,83741.0,295.0,4567.0,88821.0,88939.0,567.0,570.0,622.0,2048.0,1533.0,670.0,1307.0,378.0,729.0,498.0,1249.0,2658.0,3355.0,413.0,564.0,1343.0,515.0,1801.0,434.0,1642.0,1954.0,3174.0,1707.0,56.0,2955.0,3457.0,2518.0,2624.0,163.0,5193.0,408.0,90.0,7788.0,93.0,93.0,181.0,134.0,64.0,314.0,412.0,122.0,248.0,833.0,109.0,67.0,36.0,102.0,298.0,104.0,1064.0,178.0,10525.0,11308.0,5458.0,1130.0,16528.0,4871.0,3062.0,6643.0,23171.0,23171.0,23296.0,23296.0,141.0,116517.0,44.0,85.0,35.0,269.0,220.0,487.0,120305.0,6131.0,124367.0,1076.0,935.0,868.0,127572.0
2008-11-22,3464.0,14147.0,1085.0,1379.0,2875.0,4079.0,304.0,1074.0,562.0,1170.0,2769.0,1728.0,4498.0,219.0,5536.0,5742.0,12712.0,13641.0,788.0,16554.0,2957.0,3988.0,185.0,78135.0,604.0,80381.0,70000.0,1780.0,904.0,72915.0,2704.0,75676.0,295.0,4633.0,81035.0,81325.0,512.0,526.0,607.0,1966.0,1236.0,678.0,1077.0,409.0,793.0,498.0,1278.0,2553.0,3428.0,408.0,552.0,1324.0,504.0,1774.0,430.0,1629.0,1937.0,3115.0,1793.0,53.0,3040.0,3521.0,2601.0,2697.0,163.0,5251.0,404.0,90.0,7732.0,92.0,92.0,178.0,130.0,64.0,313.0,369.0,116.0,248.0,838.0,108.0,67.0,36.0,100.0,278.0,103.0,1061.0,173.0,10356.0,11110.0,5392.0,1093.0,16533.0,4589.0,2818.0,6360.0,22892.0,22892.0,23017.0,23017.0,129.0,113103.0,43.0,84.0,38.0,257.0,181.0,454.0,117798.0,6135.0,122030.0,1071.0,959.0,823.0,125190.0
2008-11-23,3433.0,14104.0,986.0,1225.0,2617.0,3885.0,301.0,1037.0,525.0,1107.0,2664.0,1665.0,4330.0,207.0,5407.0,5365.0,12664.0,13558.0,796.0,16363.0,2851.0,3990.0,171.0,80270.0,590.0,84455.0,72500.0,1782.0,866.0,74635.0,2429.0,76547.0,264.0,4290.0,80370.0,80265.0,441.0,421.0,557.0,1524.0,1038.0,564.0,837.0,388.0,765.0,460.0,1235.0,2384.0,3359.0,404.0,546.0,1312.0,490.0,1741.0,428.0,1613.0,1919.0,3060.0,1879.0,52.0,3097.0,3551.0,2658.0,2767.0,164.0,5325.0,400.0,89.0,7708.0,91.0,91.0,176.0,126.0,64.0,312.0,332.0,111.0,247.0,842.0,108.0,67.0,36.0,98.0,280.0,100.0,1061.0,168.0,10253.0,10985.0,5215.0,1060.0,16339.0,4328.0,2513.0,6092.0,22431.0,22431.0,22556.0,22556.0,129.0,106701.0,43.0,84.0,35.0,246.0,172.0,428.0,111013.0,6127.0,115210.0,1038.0,911.0,766.0,118551.0
2008-11-24,3414.0,14193.0,959.0,1127.0,2430.0,3822.0,298.0,1000.0,495.0,1049.0,2543.0,1602.0,4145.0,200.0,5227.0,4995.0,12564.0,13428.0,814.0,16187.0,2515.0,4001.0,130.0,81237.0,576.0,85909.0,80000.0,1894.0,832.0,82449.0,2331.0,84511.0,245.0,3863.0,87729.0,87461.0,387.0,353.0,526.0,1270.0,998.0,467.0,716.0,377.0,732.0,417.0,1172.0,2177.0,3181.0,403.0,544.0,1306.0,484.0,1714.0,427.0,1595.0,1899.0,3020.0,1965.0,51.0,3147.0,3573.0,2692.0,2812.0,164.0,5381.0,396.0,89.0,7695.0,91.0,91.0,173.0,122.0,65.0,312.0,316.0,109.0,247.0,847.0,108.0,67.0,36.0,97.0,291.0,98.0,1049.0,164.0,10198.0,10918.0,5113.0,1029.0,16140.0,4101.0,2201.0,5850.0,21990.0,21990.0,22114.0,22114.0,128.0,108379.0,43.0,81.0,34.0,237.0,159.0,393.0,111316.0,6113.0,115095.0,1006.0,716.0,715.0,117426.0
2008-11-25,3387.0,14108.0,930.0,1065.0,2295.0,3811.0,295.0,970.0,468.0,999.0,2436.0,1548.0,3985.0,194.0,5026.0,4822.0,12409.0,13216.0,787.0,15817.0,2185.0,4000.0,122.0,80909.0,558.0,85748.0,80000.0,2007.0,809.0,82689.0,2209.0,85057.0,233.0,3349.0,88466.0,88483.0,345.0,307.0,488.0,1085.0,926.0,383.0,599.0,351.0,706.0,382.0,1117.0,2042.0,2977.0,402.0,543.0,1302.0,481.0,1694.0,427.0,1578.0,1880.0,2987.0,2051.0,51.0,3203.0,3598.0,2724.0,2842.0,166.0,5417.0,392.0,88.0,7676.0,91.0,91.0,171.0,120.0,67.0,319.0,310.0,108.0,247.0,858.0,116.0,67.0,39.0,132.0,305.0,96.0,1049.0,161.0,10165.0,10874.0,5032.0,1000.0,15996.0,3937.0,2052.0,5665.0,21661.0,21661.0,21785.0,21785.0,128.0,113359.0,42.0,82.0,35.0,227.0,174.0,380.0,116720.0,6109.0,120476.0,979.0,631.0,688.0,122540.0
2008-11-26,3367.0,13954.0,903.0,1030.0,2187.0,3823.0,293.0,947.0,444.0,955.0,2347.0,1505.0,3852.0,189.0,4855.0,4787.0,12261.0,13039.0,753.0,15603.0,1996.0,4008.0,121.0,80477.0,540.0,85301.0,80000.0,2037.0,793.0,82784.0,2124.0,85142.0,222.0,2989.0,88161.0,88171.0,343.0,305.0,484.0,1070.0,917.0,380.0,551.0,325.0,671.0,367.0,1061.0,1906.0,2829.0,402.0,544.0,1300.0,479.0,1682.0,426.0,1562.0,1861.0,2957.0,2136.0,50.0,3267.0,3631.0,2761.0,2874.0,167.0,5448.0,388.0,88.0,7688.0,90.0,90.0,169.0,118.0,68.0,333.0,305.0,107.0,247.0,865.0,119.0,67.0,40.0,146.0,322.0,94.0,1059.0,158.0,10177.0,10872.0,4987.0,974.0,15880.0,3831.0,2035.0,5543.0,21424.0,21424.0,21574.0,21574.0,128.0,113045.0,50.0,83.0,37.0,218.0,173.0,382.0,116872.0,6095.0,120762.0,979.0,643.0,723.0,123117.0
