, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-11-24,3523.0,15795.0,854.0,644.0,643.0,3720.0,171.0,443.0,190.0,505.0,1157.0,666.0,1812.0,109.0,2540.0,4071.0,12195.0,13201.0,253.0,15431.0,1515.0,3079.0,96.0,79214.0,376.0,83520.0,99080.0,1483.0,764.0,97817.0,1646.0,96265.0,175.0,3180.0,99389.0,98304.0,327.0,310.0,299.0,1132.0,749.0,375.0,1202.0,248.0,393.0,329.0,556.0,1928.0,2341.0,381.0,444.0,1160.0,384.0,1396.0,383.0,1047.0,1446.0,2246.0,1513.0,19.0,2125.0,2035.0,1756.0,1672.0,171.0,4308.0,450.0,66.0,7135.0,59.0,87.0,175.0,133.0,84.0,271.0,248.0,828.0,102.0,53.0,26.0,36.0,176.0,49.0,774.0,125.0,10099.0,10762.0,3302.0,579.0,12570.0,1506.0,1065.0,3377.0,15947.0,15947.0,16056.0,16056.0,99.0,126498.0,49.0,81.0,1.0,233.0,115.0,287.0,126163.0,4381.0,125050.0,756.0,782.0,614.0,133301.0
2003-11-25,3418.0,12137.0,722.0,632.0,783.0,3608.0,171.0,439.0,190.0,504.0,1155.0,756.0,1906.0,107.0,2484.0,4103.0,12012.0,12940.0,247.0,14877.0,1391.0,3079.0,94.0,80340.0,370.0,83421.0,94219.0,1408.0,725.0,96982.0,1588.0,100190.0,161.0,2959.0,109858.0,110193.0,301.0,311.0,285.0,972.0,702.0,334.0,1116.0,226.0,363.0,302.0,509.0,1794.0,2173.0,380.0,444.0,1159.0,373.0,1405.0,382.0,1045.0,1438.0,2212.0,1505.0,19.0,2165.0,2076.0,1841.0,1704.0,170.0,4310.0,450.0,65.0,7146.0,59.0,86.0,174.0,130.0,83.0,274.0,247.0,821.0,102.0,59.0,26.0,37.0,176.0,49.0,786.0,122.0,10508.0,11036.0,3303.0,580.0,12644.0,1535.0,1105.0,3427.0,16071.0,16071.0,16180.0,16180.0,116.0,149629.0,49.0,74.0,2.0,224.0,115.0,281.0,149895.0,4387.0,148703.0,771.0,1001.0,612.0,148913.0
2003-11-26,3301.0,10108.0,707.0,622.0,814.0,3597.0,171.0,438.0,189.0,502.0,1150.0,785.0,1934.0,105.0,2540.0,4051.0,11997.0,12892.0,244.0,14764.0,1324.0,3081.0,92.0,81981.0,363.0,85176.0,83984.0,1375.0,702.0,87471.0,1531.0,91295.0,153.0,2872.0,101117.0,101600.0,279.0,375.0,274.0,871.0,660.0,303.0,1051.0,207.0,336.0,278.0,465.0,1668.0,2013.0,380.0,444.0,1154.0,374.0,1412.0,382.0,1042.0,1428.0,2199.0,1502.0,19.0,2180.0,2100.0,1881.0,1764.0,169.0,4366.0,450.0,65.0,7165.0,58.0,86.0,174.0,128.0,83.0,270.0,246.0,818.0,102.0,58.0,30.0,37.0,176.0,49.0,799.0,120.0,10675.0,11244.0,3305.0,582.0,12647.0,1543.0,1061.0,3460.0,16107.0,16107.0,16216.0,16216.0,286.0,148661.0,49.0,74.0,9.0,206.0,115.0,279.0,153548.0,4386.0,153573.0,947.0,1301.0,690.0,156648.0
2003-11-27,3186.0,8256.0,692.0,613.0,798.0,3582.0,171.0,437.0,189.0,500.0,1146.0,780.0,1926.0,104.0,2566.0,4047.0,12047.0,12927.0,250.0,14783.0,1249.0,3085.0,91.0,83507.0,358.0,86596.0,64532.0,1373.0,680.0,66405.0,1476.0,69170.0,147.0,2855.0,78608.0,79354.0,275.0,380.0,268.0,897.0,638.0,290.0,1008.0,189.0,326.0,258.0,438.0,1580.0,1889.0,379.0,444.0,1150.0,375.0,1409.0,381.0,1039.0,1417.0,2186.0,1499.0,19.0,2183.0,2107.0,1892.0,1795.0,168.0,4412.0,450.0,65.0,7178.0,58.0,86.0,173.0,126.0,83.0,261.0,245.0,815.0,102.0,58.0,31.0,37.0,175.0,49.0,806.0,118.0,10720.0,11316.0,3307.0,583.0,12661.0,1519.0,1072.0,3446.0,16107.0,16107.0,16212.0,16212.0,300.0,133509.0,48.0,73.0,10.0,201.0,115.0,283.0,140347.0,4386.0,140793.0,1106.0,1185.0,671.0,145238.0
2003-11-28,3075.0,7367.0,679.0,603.0,784.0,3566.0,170.0,436.0,189.0,497.0,1143.0,775.0,1918.0,104.0,2558.0,4038.0,12078.0,13032.0,330.0,15145.0,1272.0,3134.0,109.0,88988.0,352.0,90795.0,79687.0,1363.0,660.0,81089.0,1424.0,82601.0,140.0,2753.0,88504.0,87903.0,256.0,329.0,260.0,784.0,621.0,251.0,969.0,174.0,319.0,240.0,417.0,1516.0,1811.0,378.0,444.0,1146.0,376.0,1405.0,380.0,1037.0,1407.0,2173.0,1496.0,19.0,2179.0,2106.0,1891.0,1805.0,168.0,4431.0,450.0,64.0,7188.0,58.0,86.0,173.0,124.0,82.0,258.0,244.0,813.0,102.0,58.0,39.0,38.0,175.0,49.0,810.0,116.0,10733.0,11329.0,3310.0,584.0,12676.0,1503.0,1262.0,3523.0,16199.0,16199.0,16303.0,16303.0,338.0,118115.0,112.0,82.0,25.0,200.0,118.0,293.0,122039.0,4385.0,122046.0,984.0,818.0,621.0,125561.0
2003-11-29,2986.0,6880.0,666.0,593.0,771.0,3552.0,170.0,435.0,189.0,495.0,1139.0,771.0,1910.0,104.0,2548.0,4049.0,12080.0,13033.0,389.0,15277.0,1392.0,3461.0,134.0,92677.0,348.0,96235.0,75937.0,1351.0,641.0,78731.0,1375.0,81904.0,135.0,2622.0,89939.0,90155.0,236.0,294.0,251.0,725.0,604.0,218.0,932.0,160.0,314.0,226.0,400.0,1466.0,1740.0,378.0,444.0,1142.0,377.0,1401.0,380.0,1034.0,1396.0,2160.0,1492.0,19.0,2172.0,2102.0,1883.0,1804.0,168.0,4435.0,450.0,64.0,7259.0,58.0,86.0,172.0,123.0,82.0,271.0,243.0,810.0,102.0,58.0,42.0,37.0,175.0,49.0,826.0,114.0,10746.0,11339.0,3319.0,586.0,12693.0,1505.0,1592.0,3576.0,16269.0,16269.0,16380.0,16380.0,505.0,126262.0,109.0,173.0,23.0,208.0,130.0,309.0,129078.0,4384.0,128377.0,971.0,660.0,624.0,130111.0
2003-11-30,2945.0,10200.0,654.0,583.0,759.0,3538.0,170.0,434.0,189.0,492.0,1135.0,767.0,1902.0,101.0,2535.0,3972.0,12047.0,12919.0,371.0,14922.0,1461.0,3531.0,101.0,92456.0,343.0,96586.0,69453.0,1314.0,622.0,69871.0,1328.0,71157.0,130.0,2500.0,77654.0,77834.0,214.0,254.0,244.0,654.0,589.0,194.0,895.0,148.0,309.0,213.0,389.0,1420.0,1671.0,377.0,444.0,1139.0,378.0,1397.0,379.0,1032.0,1386.0,2147.0,1489.0,19.0,2166.0,2098.0,1874.0,1798.0,169.0,4432.0,450.0,64.0,7265.0,58.0,86.0,172.0,121.0,82.0,282.0,242.0,807.0,102.0,58.0,41.0,37.0,174.0,49.0,816.0,114.0,10783.0,11369.0,3323.0,588.0,12715.0,1484.0,1187.0,3477.0,16193.0,16193.0,16307.0,16307.0,320.0,119648.0,61.0,103.0,18.0,276.0,122.0,301.0,125353.0,4383.0,125370.0,914.0,533.0,594.0,128385.0
2003-12-01,2909.0,17669.0,643.0,574.0,754.0,3527.0,170.0,434.0,188.0,490.0,1132.0,762.0,1894.0,100.0,2523.0,3942.0,11826.0,12652.0,363.0,14682.0,1367.0,3547.0,94.0,91598.0,339.0,95908.0,99387.0,1284.0,605.0,98463.0,1283.0,97108.0,125.0,2398.0,97910.0,96132.0,197.0,227.0,236.0,601.0,576.0,177.0,872.0,137.0,305.0,203.0,380.0,1390.0,1625.0,376.0,444.0,1135.0,379.0,1394.0,379.0,1029.0,1376.0,2134.0,1486.0,19.0,2161.0,2095.0,1865.0,1792.0,169.0,4427.0,450.0,64.0,7241.0,58.0,86.0,171.0,120.0,81.0,284.0,241.0,804.0,102.0,58.0,38.0,37.0,174.0,49.0,814.0,114.0,10807.0,11397.0,3324.0,590.0,12732.0,1454.0,1063.0,3440.0,16172.0,16172.0,16286.0,16286.0,203.0,112272.0,52.0,81.0,16.0,249.0,118.0,291.0,116458.0,4382.0,116295.0,893.0,508.0,584.0,119105.0
2003-12-02,2875.0,19513.0,632.0,564.0,753.0,3514.0,170.0,433.0,188.0,487.0,1128.0,759.0,1887.0,98.0,2511.0,3928.0,11301.0,12092.0,361.0,14105.0,1220.0,3395.0,93.0,90563.0,335.0,94663.0,95156.0,1271.0,589.0,97213.0,1241.0,99954.0,121.0,2314.0,106807.0,107008.0,188.0,220.0,230.0,558.0,563.0,164.0,854.0,128.0,301.0,193.0,370.0,1363.0,1594.0,376.0,443.0,1130.0,380.0,1391.0,378.0,1027.0,1365.0,2122.0,1483.0,19.0,2156.0,2091.0,1856.0,1785.0,170.0,4422.0,450.0,64.0,7226.0,58.0,86.0,171.0,119.0,81.0,282.0,240.0,802.0,102.0,58.0,37.0,36.0,174.0,49.0,816.0,114.0,10790.0,11388.0,3327.0,592.0,12746.0,1423.0,1063.0,3399.0,16145.0,16145.0,16260.0,16260.0,184.0,133144.0,50.0,79.0,15.0,219.0,117.0,289.0,133861.0,4382.0,132434.0,888.0,547.0,600.0,132549.0
2003-12-03,2844.0,19542.0,622.0,555.0,751.0,3503.0,170.0,432.0,188.0,485.0,1125.0,755.0,1879.0,96.0,2498.0,3914.0,11100.0,11864.0,382.0,13840.0,1153.0,3299.0,92.0,89951.0,331.0,93832.0,95000.0,1270.0,574.0,96757.0,1201.0,99078.0,117.0,2240.0,104930.0,104947.0,174.0,210.0,224.0,523.0,553.0,153.0,841.0,120.0,298.0,186.0,362.0,1344.0,1564.0,375.0,441.0,1125.0,381.0,1386.0,378.0,1025.0,1355.0,2109.0,1480.0,19.0,2150.0,2087.0,1847.0,1779.0,170.0,4417.0,450.0,64.0,7227.0,58.0,86.0,171.0,118.0,81.0,282.0,239.0,799.0,102.0,58.0,41.0,36.0,174.0,49.0,819.0,114.0,10761.0,11358.0,3323.0,592.0,12760.0,1391.0,1094.0,3366.0,16126.0,16126.0,16242.0,16242.0,205.0,134180.0,50.0,81.0,14.0,210.0,117.0,287.0,138561.0,4381.0,138157.0,881.0,584.0,611.0,140514.0
