, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2016-02-10,2902.0,5267.0,651.0,595.0,1025.0,3742.0,215.0,500.0,167.0,529.0,1252.0,786.0,2033.0,139.0,2666.0,4563.0,11014.0,12267.0,980.0,15908.0,4319.0,5978.0,7429.0,324.0,51877.0,559.0,58817.0,91874.0,1416.0,454.0,93001.0,696.0,91584.0,150.0,1732.0,90918.0,90092.0,258.0,179.0,335.0,574.0,120.0,1730.0,212.0,810.0,592.0,1512.0,3660.0,3277.0,314.0,391.0,1201.0,306.0,1475.0,392.0,1260.0,1436.0,2195.0,1251.0,35.0,1939.0,1849.0,1552.0,1623.0,182.0,4281.0,323.0,206.0,6392.0,76.0,137.0,117.0,70.0,41.0,761.0,254.0,346.0,267.0,841.0,336.0,92.0,146.0,67.0,320.0,54.0,1177.0,794.0,10316.0,11277.0,3942.0,2730.0,18456.0,3279.0,4122.0,5994.0,24450.0,24450.0,25483.0,25483.0,741.0,118120.0,260.0,708.0,198.0,427.0,1868.0,2469.0,126406.0,5702.0,128447.0,2318.0,1331.0,1512.0,134217.0
2016-02-11,2893.0,5194.0,644.0,620.0,1032.0,3751.0,215.0,504.0,176.0,580.0,1307.0,808.0,2110.0,159.0,2752.0,4579.0,11702.0,12964.0,1005.0,16120.0,5630.0,5968.0,7776.0,410.0,53928.0,554.0,62083.0,94843.0,1414.0,450.0,96773.0,715.0,97131.0,152.0,1736.0,98718.0,98629.0,265.0,193.0,356.0,658.0,177.0,1901.0,226.0,723.0,696.0,1626.0,3988.0,3445.0,313.0,390.0,1200.0,304.0,1499.0,400.0,1252.0,1426.0,2161.0,1253.0,35.0,1958.0,1854.0,1526.0,1592.0,182.0,4242.0,323.0,196.0,6387.0,76.0,137.0,117.0,71.0,42.0,980.0,275.0,646.0,267.0,864.0,444.0,103.0,138.0,66.0,343.0,56.0,1244.0,994.0,10887.0,11746.0,3958.0,4208.0,20511.0,3509.0,4450.0,6754.0,27264.0,27264.0,28642.0,28642.0,781.0,125786.0,270.0,701.0,168.0,428.0,2608.0,3365.0,132602.0,5904.0,134206.0,2496.0,1244.0,1472.0,138289.0
2016-02-12,2900.0,5229.0,623.0,642.0,1072.0,3748.0,215.0,508.0,174.0,614.0,1347.0,846.0,2189.0,185.0,2859.0,4608.0,11973.0,13272.0,1022.0,16686.0,6603.0,5958.0,7720.0,474.0,54008.0,577.0,62144.0,90936.0,1450.0,450.0,93247.0,835.0,94475.0,172.0,2130.0,97040.0,97178.0,323.0,264.0,428.0,901.0,280.0,2238.0,310.0,777.0,772.0,1810.0,4498.0,3822.0,312.0,389.0,1199.0,303.0,1498.0,404.0,1245.0,1418.0,2150.0,1253.0,35.0,1976.0,1875.0,1541.0,1602.0,182.0,4226.0,323.0,187.0,6392.0,76.0,137.0,121.0,74.0,46.0,1105.0,324.0,819.0,316.0,908.0,467.0,103.0,132.0,65.0,366.0,60.0,1336.0,1314.0,11250.0,12148.0,4008.0,4895.0,21732.0,3682.0,4852.0,7415.0,29147.0,29147.0,30871.0,30871.0,820.0,132740.0,284.0,694.0,140.0,436.0,2275.0,3289.0,141517.0,6048.0,143611.0,2658.0,1215.0,1458.0,148407.0
2016-02-13,2937.0,5338.0,605.0,653.0,1105.0,3727.0,214.0,510.0,173.0,644.0,1378.0,880.0,2255.0,256.0,2981.0,4644.0,12176.0,13500.0,1104.0,18143.0,8638.0,6356.0,7962.0,782.0,55330.0,718.0,63514.0,78905.0,1620.0,454.0,81827.0,1788.0,84400.0,304.0,3891.0,89598.0,90019.0,580.0,523.0,687.0,1730.0,575.0,3047.0,549.0,1216.0,1166.0,2474.0,5677.0,4628.0,312.0,389.0,1206.0,303.0,1495.0,408.0,1242.0,1412.0,2137.0,1253.0,35.0,1973.0,1874.0,1553.0,1620.0,181.0,4239.0,323.0,175.0,6395.0,76.0,137.0,126.0,80.0,49.0,1210.0,397.0,959.0,407.0,1030.0,425.0,97.0,142.0,64.0,424.0,65.0,1482.0,1686.0,11785.0,12679.0,4082.0,5150.0,24059.0,3844.0,5848.0,7956.0,32015.0,32015.0,34766.0,34766.0,918.0,132811.0,340.0,821.0,200.0,454.0,2066.0,2880.0,141810.0,6646.0,144682.0,3387.0,1569.0,1655.0,150105.0
2016-02-14,3019.0,5632.0,614.0,704.0,1216.0,3678.0,212.0,515.0,176.0,690.0,1430.0,912.0,2340.0,471.0,3265.0,4740.0,12787.0,14178.0,1229.0,19960.0,14426.0,6849.0,9243.0,1660.0,58142.0,885.0,67533.0,67968.0,2251.0,492.0,70654.0,2479.0,74226.0,367.0,4732.0,79987.0,80344.0,674.0,631.0,751.0,1902.0,630.0,3858.0,517.0,1398.0,1052.0,2848.0,7580.0,6071.0,312.0,387.0,1230.0,303.0,1500.0,412.0,1248.0,1418.0,2134.0,1252.0,35.0,1972.0,1869.0,1551.0,1622.0,182.0,4248.0,323.0,160.0,6394.0,76.0,137.0,129.0,85.0,50.0,1605.0,426.0,1047.0,498.0,1147.0,481.0,96.0,172.0,62.0,477.0,66.0,1715.0,2317.0,12677.0,13529.0,4171.0,6336.0,26010.0,5239.0,9180.0,10672.0,36682.0,36682.0,40920.0,40920.0,1440.0,130862.0,432.0,1170.0,345.0,768.0,2854.0,3651.0,140286.0,7394.0,143887.0,4022.0,1940.0,2055.0,151209.0
2016-02-15,3128.0,5976.0,613.0,810.0,1406.0,3638.0,214.0,520.0,174.0,744.0,1492.0,950.0,2440.0,514.0,3431.0,4842.0,13156.0,14596.0,1322.0,20719.0,18292.0,7891.0,10225.0,1783.0,60192.0,840.0,70977.0,69218.0,3132.0,546.0,71562.0,2538.0,74190.0,342.0,4568.0,78041.0,77878.0,815.0,731.0,805.0,1932.0,852.0,3790.0,527.0,1356.0,1335.0,2603.0,7494.0,7649.0,310.0,387.0,1255.0,302.0,1519.0,416.0,1240.0,1412.0,2135.0,1250.0,37.0,1979.0,1872.0,1551.0,1622.0,190.0,4252.0,323.0,156.0,6402.0,76.0,137.0,128.0,87.0,49.0,1903.0,374.0,1075.0,588.0,1214.0,508.0,93.0,180.0,61.0,436.0,65.0,1844.0,2586.0,13353.0,14464.0,4227.0,6690.0,26644.0,7844.0,11182.0,14566.0,41210.0,41210.0,45327.0,45327.0,1628.0,129683.0,528.0,1552.0,394.0,1049.0,2448.0,3513.0,139741.0,6940.0,142846.0,3925.0,2118.0,2100.0,150780.0
2016-02-16,3185.0,6198.0,606.0,1018.0,2210.0,3639.0,216.0,534.0,179.0,798.0,1554.0,1101.0,2654.0,804.0,3856.0,5011.0,13989.0,15514.0,1551.0,24185.0,23977.0,9722.0,12634.0,4532.0,63040.0,918.0,75794.0,84530.0,3343.0,578.0,86961.0,4998.0,90681.0,536.0,6841.0,94472.0,93504.0,1296.0,1104.0,1139.0,3268.0,1741.0,5276.0,898.0,1891.0,2018.0,3710.0,9229.0,8553.0,310.0,386.0,1265.0,300.0,1536.0,418.0,1240.0,1409.0,2120.0,1250.0,37.0,1998.0,1888.0,1560.0,1631.0,206.0,4266.0,323.0,157.0,6417.0,75.0,136.0,128.0,86.0,49.0,1891.0,388.0,1130.0,679.0,1292.0,584.0,99.0,183.0,60.0,452.0,67.0,1857.0,2888.0,13774.0,15084.0,4256.0,7808.0,29273.0,11174.0,14349.0,20866.0,50140.0,50140.0,54465.0,54465.0,2150.0,142298.0,579.0,1736.0,389.0,1657.0,2564.0,3517.0,149349.0,6784.0,151534.0,4410.0,2505.0,2338.0,158758.0
2016-02-17,3380.0,7180.0,644.0,1357.0,2969.0,4009.0,219.0,612.0,201.0,1080.0,1894.0,1154.0,3048.0,1108.0,4666.0,5532.0,16040.0,17794.0,1630.0,25114.0,30198.0,12477.0,15185.0,5544.0,67728.0,880.0,82913.0,93593.0,3773.0,626.0,97262.0,5326.0,104236.0,599.0,7834.0,111250.0,110886.0,1190.0,1121.0,1117.0,3295.0,1718.0,6150.0,914.0,2086.0,1756.0,4334.0,11815.0,10279.0,310.0,383.0,1276.0,300.0,1538.0,420.0,1246.0,1418.0,2129.0,1250.0,37.0,2012.0,1899.0,1579.0,1646.0,226.0,4289.0,323.0,163.0,6432.0,74.0,134.0,128.0,86.0,50.0,2044.0,436.0,1232.0,769.0,1418.0,666.0,102.0,253.0,59.0,522.0,72.0,1970.0,3193.0,14068.0,15524.0,4307.0,7428.0,28780.0,15982.0,18820.0,27666.0,56446.0,56446.0,59616.0,59616.0,1940.0,169945.0,529.0,1448.0,303.0,1430.0,2187.0,3205.0,176144.0,6561.0,177762.0,4256.0,2694.0,2501.0,184856.0
2016-02-18,3549.0,7760.0,668.0,1340.0,2537.0,4093.0,222.0,708.0,231.0,1437.0,2394.0,1164.0,3558.0,1068.0,5152.0,5982.0,16623.0,18462.0,1586.0,24011.0,30507.0,15554.0,17567.0,2798.0,68913.0,838.0,87572.0,96715.0,4492.0,696.0,100806.0,3768.0,106214.0,476.0,6309.0,112421.0,112418.0,912.0,878.0,836.0,2364.0,1129.0,5044.0,686.0,1842.0,1363.0,3720.0,10823.0,11766.0,310.0,382.0,1297.0,302.0,1549.0,424.0,1252.0,1423.0,2146.0,1255.0,37.0,2018.0,1899.0,1590.0,1657.0,252.0,4332.0,323.0,174.0,6455.0,74.0,134.0,131.0,88.0,52.0,2477.0,464.0,1511.0,859.0,1569.0,872.0,128.0,410.0,58.0,522.0,76.0,2434.0,4714.0,15792.0,16895.0,4568.0,8126.0,29638.0,20254.0,19922.0,31497.0,61134.0,61134.0,63159.0,63159.0,1860.0,186859.0,508.0,1337.0,264.0,1280.0,2705.0,3476.0,195462.0,6473.0,197607.0,3732.0,2482.0,2343.0,205898.0
2016-02-19,3564.0,7634.0,640.0,1335.0,2494.0,4040.0,224.0,690.0,209.0,1564.0,2580.0,1196.0,3776.0,1030.0,5454.0,5938.0,16513.0,18344.0,1680.0,25349.0,24488.0,17312.0,19700.0,2036.0,69165.0,884.0,89888.0,109886.0,4316.0,741.0,114451.0,2806.0,118057.0,384.0,5134.0,121797.0,121306.0,776.0,760.0,715.0,1903.0,892.0,4070.0,630.0,1728.0,1254.0,3374.0,9168.0,11804.0,310.0,396.0,1346.0,316.0,1581.0,427.0,1269.0,1456.0,2198.0,1269.0,37.0,2043.0,1911.0,1598.0,1662.0,284.0,4403.0,323.0,171.0,6471.0,74.0,135.0,138.0,94.0,54.0,3104.0,418.0,1750.0,914.0,1634.0,1099.0,142.0,449.0,57.0,646.0,75.0,3360.0,6270.0,18455.0,19707.0,4844.0,8863.0,31594.0,21390.0,19166.0,31276.0,62870.0,62870.0,64581.0,64581.0,1732.0,192322.0,516.0,1446.0,327.0,1247.0,3506.0,4458.0,201948.0,6818.0,204652.0,3700.0,2447.0,2304.0,212537.0
