, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2014-10-28, 6605, 5373, , 1238, , , , , 258, , , , , 86, 3680, 4426, 13697, , 1676, , , 2088, 2790, 48, 70506, 1104, , , 1435, 728, 80278, , 82008, , 2858, 84040, 82639, 629, 345, , , 320, 1272, , , 431, 730, 2331, 4212, 429, , , 528, 1638, 560, 1753, , 3610, , 21, 3006, 3484, 2920, , 155, , 0, , 7374, , 163, , 143, 42, 220, , 331, , 887, 47, , , 37, , , , 156, 11205, , 5957, 857, , 2706, , 4484, 20070, 20070, 20126, , 91, 89713, , 113, 29, 220, 118, 308, , 5347, 95096, 1024, , 814, 
2014-10-29, 5275, 5411, , 1259, , , , , 252, , , , , 143, 3643, 4396, 13953, , 1702, , , 2060, 2766, 80, 74797, 1310, , , 1584, 653, 80432, , 82850, , 3188, 85445, 85290, 768, 436, , , 470, 1314, , , 634, 1698, 2780, 4274, 401, , , 522, 1620, 512, 1726, , 3534, , 21, 3130, 3617, 3142, , 155, , 0, , 7002, , 164, , 134, 42, 163, , 326, , 880, 47, , , 36, , , , 141, 11607, , 5842, 1086, , 2679, , 4438, 19953, 19953, 20009, , 113, 108268, , 116, 28, 226, 122, 296, , 5284, 113022, 1125, , 1140, 
2014-10-30, 5352, 5609, , 1321, , , , , 286, , , , , 105, 3646, 4518, 14572, , 1673, , , 2032, 2744, 65, 74935, 1397, , , 1773, 643, 82259, , 85020, , 2793, 87842, 87828, 582, 322, , , 229, 1398, , , 528, 1628, 3527, 4636, 398, , , 514, 1589, 500, 1728, , 3479, , 21, 3153, 3623, 3223, , 155, , 0, , 6194, , 161, , 130, 42, 143, , 323, , 874, 47, , , 34, , , , 127, 11297, , 5841, 1302, , 4008, , 5285, 21148, 21148, 21204, , 114, 111512, , 112, 28, 235, 122, 310, , 5252, 117190, 1072, , 1101, 
2014-10-31, 5871, 5544, , 1332, , , , , 285, , , , , 89, 3636, 4667, 13694, , 1678, , , 2005, 2714, 46, 75102, 1526, , , 2269, 698, 82372, , 85255, , 3334, 88330, 88265, 650, 400, , , 350, 1275, , , 614, 1537, 3120, 5140, 398, , , 510, 1548, 502, 1730, , 3458, , 21, 3174, 3620, 3240, , 153, , 0, , 5795, , 158, , 124, 42, 143, , 318, , 874, 47, , , 33, , , , 115, 10700, , 5906, 919, , 4501, , 6380, 22063, 22063, 22119, , 86, 114697, , 108, 28, 230, 119, 317, , 5220, 120785, 1097, , 1158, 
2014-11-01, 5857, 6866, , 1352, , , , , 265, , , , , 113, 3559, 4540, 11998, , 1676, , , 1977, 2689, 64, 75723, 2742, , , 2331, 992, 79894, , 83355, , 4146, 87965, 88088, 608, 376, , , 323, 1299, , , 498, 1655, 3290, 5152, 393, , , 506, 1506, 498, 1738, , 3438, , 22, 3187, 3607, 3246, , 156, , 0, , 5714, , 157, , 124, 44, 171, , 324, , 876, 47, , , 32, , , , 115, 9930, , 5922, 1128, , 3618, , 5631, 21229, 21229, 21284, , 95, 115658, , 108, 27, 236, 132, 326, , 5188, 122064, 1130, , 1135, 
2014-11-02, 6751, 10446, , 1928, , , , , 371, , , , , 106, 3580, 4672, 11754, , 1662, , , 1950, 2667, 64, 77453, 2761, , , 2448, 1076, 78413, , 81399, , 3113, 84747, 84834, 479, 296, , , 168, 1299, , , 436, 1213, 3039, 5056, 404, , , 536, 1565, 506, 1832, , 3494, , 30, 3215, 3600, 3246, , 170, , 0, , 5704, , 174, , 142, 48, 288, , 322, , 874, 50, , , 32, , , , 148, 9727, , 6050, 1410, , 3983, , 5478, 21762, 21762, 21817, , 92, 113319, , 106, 26, 236, 129, 382, , 5156, 120386, 1042, , 896, 
2014-11-03, 6932, 10473, , 1581, , , , , 366, , , , , 98, 4034, 5547, 11670, , 1665, , , 1922, 2640, 67, 76174, 2250, , , 2764, 956, 78464, , 81664, , 2658, 84182, 84158, 497, 315, , , 176, 1161, , , 459, 1159, 2679, 4807, 405, , , 538, 1732, 515, 1865, , 3598, , 25, 2598, 3200, 3165, , 183, , 0, , 5704, , 162, , 142, 43, 296, , 314, , 871, 52, , , 36, , , , 110, 9678, , 6116, 1135, , 4574, , 6379, 22615, 22615, 22671, , 99, 111841, , 107, 26, 246, 146, 376, , 5124, 118446, 1024, , 961, 
2014-11-04,5871.0,10390.0,972.0,1441.0,1659.0,3743.0,258.0,648.0,279.0,650.0,1703.0,1670.0,3362.0,100.0,4314.0,5298.0,11864.0,15959.0,1650.0,16276.0,1250.0,2056.0,2686.0,74.0,75279.0,2012.0,65733.0,80173.0,2637.0,856.0,78618.0,2640.0,84282.0,518.0,3259.0,87076.0,86930.0,658.0,462.0,404.0,2081.0,502.0,1208.0,862.0,831.0,694.0,1737.0,2790.0,4522.0,396.0,614.0,1261.0,512.0,1840.0,493.0,1828.0,2225.0,3518.0,2677.0,23.0,2106.0,2450.0,2467.0,3676.0,192.0,6610.0,0.0,63.0,5698.0,92.0,153.0,163.0,136.0,42.0,216.0,320.0,311.0,249.0,869.0,52.0,62.0,0.0,36.0,472.0,117.0,1258.0,111.0,9598.0,11322.0,5925.0,1700.0,15890.0,3738.0,2318.0,5767.0,22214.0,22214.0,22274.0,21484.0,126.0,112252.0,59.0,109.0,26.0,264.0,146.0,386.0,95394.0,5107.0,118513.0,1225.0,1236.0,1182.0,107242.0
2014-11-05,5412.0,10396.0,960.0,1376.0,3618.0,3892.0,268.0,649.0,248.0,642.0,1635.0,1616.0,3251.0,112.0,3899.0,4775.0,11699.0,15704.0,1638.0,17036.0,2393.0,2177.0,2890.0,75.0,74398.0,2010.0,65767.0,79999.0,2499.0,918.0,77075.0,5540.0,86584.0,747.0,6026.0,92130.0,91935.0,889.0,680.0,431.0,2482.0,969.0,2112.0,904.0,1188.0,697.0,3319.0,4769.0,4801.0,391.0,610.0,1238.0,498.0,1863.0,485.0,1811.0,2223.0,3441.0,2564.0,23.0,2223.0,2520.0,2184.0,3655.0,191.0,6665.0,0.0,68.0,5693.0,88.0,151.0,156.0,133.0,42.0,173.0,332.0,301.0,250.0,870.0,52.0,62.0,0.0,36.0,618.0,126.0,1180.0,108.0,9535.0,11626.0,5747.0,1538.0,16854.0,3138.0,4261.0,5060.0,21382.0,21382.0,21446.0,22584.0,132.0,115199.0,54.0,106.0,26.0,264.0,134.0,401.0,116720.0,5226.0,121124.0,1839.0,1890.0,1482.0,121830.0
2014-11-06,5624.0,10620.0,1026.0,1361.0,2392.0,4019.0,290.0,703.0,249.0,668.0,1686.0,1744.0,3430.0,100.0,3638.0,4564.0,10874.0,14628.0,1577.0,15008.0,2672.0,2188.0,2927.0,55.0,74506.0,1996.0,65766.0,79999.0,3838.0,1018.0,74910.0,3198.0,85061.0,562.0,6745.0,91941.0,91997.0,755.0,575.0,352.0,1676.0,581.0,2389.0,629.0,998.0,548.0,2461.0,5583.0,6089.0,389.0,597.0,1202.0,495.0,1840.0,484.0,1828.0,2232.0,3417.0,2451.0,23.0,2292.0,2577.0,2243.0,3510.0,185.0,6579.0,0.0,70.0,5694.0,95.0,152.0,156.0,114.0,44.0,167.0,337.0,300.0,251.0,870.0,52.0,62.0,0.0,37.0,444.0,125.0,1168.0,112.0,9468.0,11522.0,5609.0,1186.0,17279.0,2848.0,3694.0,4694.0,20492.0,20492.0,20556.0,23857.0,109.0,118830.0,49.0,101.0,25.0,256.0,128.0,404.0,124467.0,5200.0,125060.0,1399.0,1182.0,1247.0,132773.0
