, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-11-21,6849.0,19835.0,1443.0,1230.0,914.0,3278.0,238.0,512.0,190.0,476.0,1298.0,813.0,2162.0,147.0,2859.0,4083.0,13697.0,14619.0,761.0,16546.0,1921.0,3811.0,82.0,72065.0,464.0,74049.0,100962.0,1020.0,317.0,99146.0,512.0,97842.0,75.0,1158.0,93501.0,92675.0,270.0,175.0,234.0,511.0,573.0,280.0,875.0,111.0,299.0,229.0,490.0,1539.0,1200.0,358.0,559.0,1534.0,401.0,1563.0,444.0,1399.0,1631.0,2779.0,1319.0,32.0,2226.0,2414.0,2406.0,2270.0,205.0,5005.0,640.0,84.0,7214.0,99.0,177.0,150.0,106.0,58.0,200.0,236.0,408.0,254.0,722.0,84.0,64.0,14.0,35.0,323.0,61.0,965.0,243.0,12101.0,12729.0,3963.0,701.0,15322.0,1690.0,1164.0,3941.0,19263.0,19263.0,19358.0,19358.0,127.0,101257.0,55.0,87.0,16.0,149.0,142.0,433.0,109606.0,4778.0,112936.0,631.0,481.0,533.0,123752.0
2005-11-22,6690.0,19920.0,1398.0,1177.0,902.0,3240.0,238.0,510.0,189.0,471.0,1282.0,800.0,2130.0,146.0,2820.0,3973.0,14001.0,15340.0,748.0,18056.0,1857.0,3791.0,81.0,74312.0,460.0,78480.0,103750.0,1021.0,319.0,105500.0,502.0,108192.0,74.0,1142.0,109759.0,109778.0,239.0,165.0,231.0,414.0,564.0,220.0,851.0,103.0,289.0,244.0,465.0,1529.0,1229.0,357.0,557.0,1539.0,398.0,1551.0,444.0,1345.0,1602.0,2720.0,1312.0,32.0,2179.0,2348.0,2351.0,2240.0,206.0,4985.0,640.0,83.0,7244.0,99.0,176.0,149.0,105.0,58.0,199.0,222.0,405.0,250.0,721.0,83.0,64.0,14.0,35.0,323.0,61.0,971.0,225.0,12261.0,13031.0,3905.0,696.0,15451.0,1631.0,1088.0,3264.0,18715.0,18715.0,18810.0,18810.0,127.0,122386.0,54.0,83.0,17.0,155.0,143.0,396.0,122425.0,4790.0,124100.0,631.0,501.0,528.0,123743.0
2005-11-23,6501.0,20012.0,1354.0,1122.0,888.0,3257.0,237.0,508.0,189.0,467.0,1268.0,787.0,2100.0,143.0,2773.0,3937.0,13679.0,14961.0,735.0,17607.0,1812.0,3781.0,79.0,74374.0,455.0,78521.0,91250.0,1033.0,318.0,94586.0,492.0,98797.0,73.0,1020.0,102067.0,102662.0,224.0,155.0,227.0,357.0,554.0,185.0,815.0,97.0,284.0,243.0,447.0,1484.0,1228.0,358.0,556.0,1532.0,398.0,1552.0,443.0,1294.0,1543.0,2649.0,1315.0,32.0,2158.0,2292.0,2275.0,2177.0,207.0,4937.0,640.0,83.0,7272.0,98.0,176.0,148.0,104.0,58.0,199.0,222.0,404.0,245.0,720.0,83.0,64.0,14.0,36.0,323.0,60.0,971.0,202.0,11957.0,12809.0,3835.0,689.0,15423.0,1575.0,1031.0,3207.0,18630.0,18630.0,18725.0,18725.0,126.0,128148.0,54.0,80.0,17.0,156.0,143.0,370.0,132204.0,4787.0,134875.0,627.0,539.0,531.0,136534.0
2005-11-24,6335.0,20107.0,1312.0,1070.0,874.0,3279.0,237.0,507.0,188.0,464.0,1256.0,775.0,2072.0,140.0,2731.0,3931.0,13574.0,14804.0,721.0,17374.0,1771.0,3805.0,78.0,74546.0,450.0,78764.0,72500.0,1047.0,317.0,72918.0,483.0,74811.0,72.0,905.0,76639.0,77273.0,211.0,148.0,224.0,330.0,545.0,161.0,792.0,92.0,279.0,240.0,432.0,1445.0,1191.0,358.0,554.0,1524.0,401.0,1551.0,442.0,1280.0,1516.0,2593.0,1319.0,32.0,2163.0,2269.0,2224.0,2114.0,208.0,4872.0,640.0,85.0,7260.0,98.0,175.0,147.0,103.0,58.0,198.0,221.0,404.0,240.0,720.0,83.0,64.0,14.0,37.0,322.0,60.0,966.0,185.0,11787.0,12593.0,3777.0,682.0,15352.0,1524.0,989.0,3155.0,18507.0,18507.0,18602.0,18602.0,124.0,113177.0,54.0,79.0,17.0,166.0,143.0,352.0,120310.0,4785.0,123754.0,623.0,545.0,535.0,127056.0
2005-11-25,6179.0,20207.0,1272.0,1021.0,861.0,3304.0,239.0,506.0,188.0,461.0,1248.0,765.0,2052.0,137.0,2693.0,3941.0,13527.0,14715.0,708.0,17244.0,1730.0,4587.0,77.0,74345.0,445.0,79413.0,92500.0,1050.0,316.0,93898.0,474.0,95697.0,71.0,850.0,94937.0,94201.0,210.0,152.0,223.0,312.0,541.0,139.0,781.0,92.0,277.0,238.0,418.0,1421.0,1151.0,356.0,552.0,1514.0,404.0,1550.0,442.0,1277.0,1510.0,2569.0,1319.0,32.0,2168.0,2249.0,2192.0,2074.0,209.0,4823.0,640.0,87.0,7224.0,98.0,175.0,146.0,101.0,58.0,199.0,220.0,405.0,236.0,720.0,87.0,64.0,16.0,38.0,322.0,59.0,962.0,173.0,11628.0,12435.0,3727.0,675.0,15275.0,1481.0,960.0,3110.0,18386.0,18386.0,18481.0,18481.0,122.0,101470.0,68.0,82.0,18.0,177.0,149.0,338.0,104046.0,4788.0,106688.0,622.0,544.0,538.0,108694.0
2005-11-26,6032.0,20308.0,1235.0,980.0,849.0,3307.0,241.0,507.0,187.0,459.0,1244.0,756.0,2036.0,134.0,2664.0,3967.0,13506.0,14653.0,695.0,17138.0,1679.0,4727.0,76.0,71703.0,441.0,78233.0,80000.0,1040.0,314.0,82637.0,466.0,86249.0,71.0,824.0,88860.0,89403.0,199.0,147.0,223.0,293.0,534.0,120.0,776.0,84.0,272.0,221.0,402.0,1410.0,1120.0,354.0,549.0,1501.0,406.0,1547.0,441.0,1276.0,1509.0,2561.0,1320.0,32.0,2170.0,2226.0,2160.0,2044.0,210.0,4791.0,640.0,91.0,7188.0,97.0,174.0,145.0,99.0,58.0,204.0,220.0,405.0,231.0,725.0,93.0,64.0,18.0,38.0,322.0,59.0,963.0,165.0,11447.0,12252.0,3677.0,671.0,15205.0,1452.0,966.0,3080.0,18285.0,18285.0,18381.0,18381.0,123.0,114017.0,73.0,107.0,19.0,177.0,154.0,332.0,117178.0,4784.0,119388.0,611.0,488.0,530.0,120294.0
2005-11-27,5893.0,20412.0,1199.0,959.0,839.0,3322.0,241.0,508.0,187.0,457.0,1241.0,749.0,2022.0,131.0,2638.0,3951.0,13501.0,14602.0,681.0,17036.0,1602.0,4663.0,73.0,67073.0,437.0,72691.0,73750.0,1021.0,313.0,73631.0,458.0,74780.0,70.0,807.0,75157.0,75292.0,182.0,134.0,220.0,277.0,526.0,113.0,762.0,80.0,267.0,208.0,384.0,1396.0,1102.0,352.0,547.0,1488.0,410.0,1543.0,440.0,1275.0,1509.0,2554.0,1320.0,32.0,2171.0,2202.0,2126.0,2013.0,211.0,4763.0,640.0,94.0,7176.0,97.0,173.0,144.0,96.0,57.0,203.0,215.0,403.0,227.0,721.0,93.0,64.0,16.0,39.0,322.0,59.0,957.0,158.0,11254.0,12058.0,3627.0,667.0,15138.0,1411.0,919.0,3046.0,18184.0,18184.0,18280.0,18280.0,123.0,103097.0,56.0,87.0,18.0,191.0,148.0,315.0,109054.0,4782.0,112167.0,605.0,451.0,514.0,114914.0
2005-11-28,5759.0,20518.0,1165.0,941.0,829.0,3344.0,239.0,506.0,186.0,454.0,1237.0,741.0,2007.0,129.0,2615.0,3959.0,13483.0,14551.0,668.0,16954.0,1536.0,4595.0,72.0,67223.0,433.0,72149.0,98222.0,999.0,312.0,99345.0,451.0,100834.0,69.0,793.0,99504.0,98586.0,179.0,130.0,218.0,266.0,520.0,106.0,744.0,76.0,263.0,193.0,369.0,1371.0,1094.0,351.0,544.0,1476.0,414.0,1539.0,440.0,1275.0,1509.0,2548.0,1321.0,32.0,2170.0,2176.0,2091.0,1982.0,213.0,4734.0,640.0,91.0,7169.0,96.0,173.0,143.0,94.0,57.0,200.0,214.0,403.0,226.0,723.0,93.0,63.0,17.0,40.0,321.0,58.0,952.0,152.0,11060.0,11856.0,3582.0,662.0,15072.0,1376.0,901.0,3012.0,18084.0,18084.0,18180.0,18180.0,121.0,101762.0,54.0,79.0,18.0,203.0,147.0,312.0,103199.0,4783.0,105357.0,607.0,539.0,546.0,106470.0
2005-11-29,5634.0,20627.0,1133.0,923.0,820.0,3369.0,238.0,504.0,186.0,454.0,1233.0,733.0,1993.0,127.0,2593.0,3979.0,13493.0,14526.0,655.0,16899.0,1463.0,4529.0,71.0,67573.0,429.0,72401.0,92469.0,977.0,311.0,93981.0,444.0,96537.0,68.0,780.0,97903.0,98129.0,162.0,119.0,215.0,248.0,512.0,100.0,729.0,71.0,258.0,180.0,352.0,1346.0,1073.0,350.0,542.0,1465.0,418.0,1536.0,439.0,1270.0,1506.0,2542.0,1321.0,31.0,2169.0,2150.0,2055.0,1949.0,214.0,4703.0,640.0,88.0,7187.0,96.0,172.0,142.0,91.0,58.0,207.0,214.0,403.0,224.0,735.0,93.0,63.0,23.0,41.0,321.0,58.0,955.0,147.0,10896.0,11679.0,3555.0,658.0,15016.0,1353.0,903.0,2988.0,18004.0,18004.0,18101.0,18101.0,121.0,119258.0,58.0,84.0,19.0,182.0,149.0,317.0,121948.0,4779.0,123901.0,601.0,479.0,530.0,124453.0
2005-11-30,5513.0,20737.0,1102.0,907.0,814.0,3397.0,237.0,502.0,185.0,454.0,1230.0,726.0,1980.0,124.0,2570.0,4009.0,13495.0,14493.0,651.0,16848.0,1400.0,4461.0,70.0,70685.0,425.0,73824.0,91728.0,955.0,310.0,93088.0,437.0,95418.0,67.0,768.0,96284.0,96317.0,150.0,111.0,211.0,233.0,505.0,95.0,715.0,68.0,255.0,170.0,336.0,1322.0,1041.0,350.0,540.0,1454.0,423.0,1533.0,439.0,1263.0,1498.0,2530.0,1322.0,31.0,2169.0,2125.0,2019.0,1915.0,215.0,4672.0,640.0,86.0,7225.0,96.0,172.0,141.0,90.0,58.0,215.0,215.0,403.0,223.0,741.0,93.0,63.0,24.0,42.0,321.0,58.0,958.0,143.0,10759.0,11533.0,3538.0,657.0,14979.0,1335.0,910.0,2973.0,17952.0,17952.0,18050.0,18050.0,121.0,116450.0,55.0,84.0,19.0,187.0,149.0,313.0,120619.0,4777.0,123190.0,591.0,416.0,508.0,125062.0
